time,plate_name,well_position,temperature_c,value,row_label,column_label,wavelength
,p1: Em580,D7,22.8,143436.0,D,7,540
,p2: Em520,B1,22.9,641248768.0,B,1,350
,p2: Em520,B2,22.9,52768660.0,B,2,350
,p2: Em520,B3,22.9,4382047.0,B,3,350
,p2: Em520,B4,22.9,8162553.0,B,4,350
,p2: Em520,B5,22.9,18484.0,B,5,350
,p2: Em520,D1,22.9,3901609.0,D,1,350
,p2: Em520,D2,22.9,4436808.0,D,2,350
,p2: Em520,D3,22.9,4839140.0,D,3,350
,p2: Em520,D4,22.9,25677224.0,D,4,350
,p2: Em520,D5,22.9,4760011.0,D,5,350
,p2: Em520,D6,22.9,3594814.0,D,6,350
,p2: Em520,D7,22.9,3577677.0,D,7,350
,p2: Em520,B1,22.9,947239872.0,B,1,360
,p2: Em520,B2,22.9,65829064.0,B,2,360
,p2: Em520,B3,22.9,4832552.0,B,3,360
,p2: Em520,B4,22.9,8760194.0,B,4,360
,p2: Em520,B5,22.9,14945.0,B,5,360
,p2: Em520,D1,22.9,4499866.0,D,1,360
,p2: Em520,D2,22.9,4941366.0,D,2,360
,p2: Em520,D3,22.9,5533878.0,D,3,360
,p2: Em520,D4,22.9,40272440.0,D,4,360
,p2: Em520,D5,22.9,5274176.0,D,5,360
,p2: Em520,D6,22.9,4068314.0,D,6,360
,p2: Em520,D7,22.9,3991623.0,D,7,360
,p2: Em520,B1,22.9,1227520000.0,B,1,370
,p2: Em520,B2,22.9,74979488.0,B,2,370
,p2: Em520,B3,22.9,4861530.0,B,3,370
,p2: Em520,B4,22.9,8293188.0,B,4,370
,p2: Em520,B5,22.9,11837.0,B,5,370
,p2: Em520,D1,22.9,4660836.0,D,1,370
,p2: Em520,D2,22.9,4973043.0,D,2,370
,p2: Em520,D3,22.9,5754668.0,D,3,370
,p2: Em520,D4,22.9,53982160.0,D,4,370
,p2: Em520,D5,22.9,5359273.0,D,5,370
,p2: Em520,D6,22.9,4166194.0,D,6,370
,p2: Em520,D7,22.9,4113178.0,D,7,370
,p2: Em520,B1,22.9,1373284608.0,B,1,380
,p2: Em520,B2,22.9,76567152.0,B,2,380
,p2: Em520,B3,22.9,4340752.0,B,3,380
,p2: Em520,B4,22.9,6508217.0,B,4,380
,p2: Em520,B5,22.9,10340.0,B,5,380
,p2: Em520,D1,22.9,4219378.0,D,1,380
,p2: Em520,D2,22.9,4404129.0,D,2,380
,p2: Em520,D3,22.9,5109140.0,D,3,380
,p2: Em520,D4,22.9,60588200.0,D,4,380
,p2: Em520,D5,22.9,4668016.0,D,5,380
,p2: Em520,D6,22.9,3737333.0,D,6,380
,p2: Em520,D7,22.9,3632416.0,D,7,380
,p2: Em520,B1,22.9,1466270848.0,B,1,390
,p2: Em520,B2,22.9,78326568.0,B,2,390
,p2: Em520,B3,22.9,4161108.0,B,3,390
,p2: Em520,B4,22.9,5302218.0,B,4,390
,p2: Em520,B5,22.9,10550.0,B,5,390
,p2: Em520,D1,22.9,3942650.0,D,1,390
,p2: Em520,D2,22.9,4041208.0,D,2,390
,p2: Em520,D3,22.9,4775926.0,D,3,390
,p2: Em520,D4,22.9,64352032.0,D,4,390
,p2: Em520,D5,22.9,4292056.0,D,5,390
,p2: Em520,D6,22.9,3525256.0,D,6,390
,p2: Em520,D7,22.9,3404936.0,D,7,390
,p2: Em520,B1,22.9,1474098688.0,B,1,400
,p2: Em520,B2,22.9,73189200.0,B,2,400
,p2: Em520,B3,22.9,4188282.0,B,3,400
,p2: Em520,B4,22.9,4519644.0,B,4,400
,p2: Em520,B5,22.9,10388.0,B,5,400
,p2: Em520,D1,22.9,3779263.0,D,1,400
,p2: Em520,D2,22.9,3836207.0,D,2,400
,p2: Em520,D3,22.9,4507942.0,D,3,400
,p2: Em520,D4,22.9,58678716.0,D,4,400
,p2: Em520,D5,22.9,4088680.0,D,5,400
,p2: Em520,D6,22.9,3379236.0,D,6,400
,p2: Em520,D7,22.9,3260670.0,D,7,400
,p2: Em520,B1,22.9,1414858752.0,B,1,410
,p2: Em520,B2,22.9,56680664.0,B,2,410
,p2: Em520,B3,22.9,4307490.0,B,3,410
,p2: Em520,B4,22.9,3999191.0,B,4,410
,p2: Em520,B5,22.9,8307.0,B,5,410
,p2: Em520,D1,22.9,3666189.0,D,1,410
,p2: Em520,D2,22.9,3741906.0,D,2,410
,p2: Em520,D3,22.9,4355916.0,D,3,410
,p2: Em520,D4,22.9,46783284.0,D,4,410
,p2: Em520,D5,22.9,3987015.0,D,5,410
,p2: Em520,D6,22.9,3326586.0,D,6,410
,p2: Em520,D7,22.9,3200240.0,D,7,410
,p2: Em520,B1,22.9,1363911936.0,B,1,420
,p2: Em520,B2,22.9,22279788.0,B,2,420
,p2: Em520,B3,22.9,4492228.0,B,3,420
,p2: Em520,B4,22.9,3536739.0,B,4,420
,p2: Em520,B5,22.9,6618.0,B,5,420
,p2: Em520,D1,22.9,3569735.0,D,1,420
,p2: Em520,D2,22.9,3622441.0,D,2,420
,p2: Em520,D3,22.9,4261042.0,D,3,420
,p2: Em520,D4,22.9,31466920.0,D,4,420
,p2: Em520,D5,22.9,3900880.0,D,5,420
,p2: Em520,D6,22.9,3266141.0,D,6,420
,p2: Em520,D7,22.9,3134535.0,D,7,420
,p2: Em520,B1,22.9,1444028032.0,B,1,430
,p2: Em520,B2,22.9,6098585.0,B,2,430
,p2: Em520,B3,22.9,4950458.0,B,3,430
,p2: Em520,B4,22.9,3199112.0,B,4,430
,p2: Em520,B5,22.9,9185.0,B,5,430
,p2: Em520,D1,22.9,3498216.0,D,1,430
,p2: Em520,D2,22.9,3544472.0,D,2,430
,p2: Em520,D3,22.9,4227156.0,D,3,430
,p2: Em520,D4,22.9,19465696.0,D,4,430
,p2: Em520,D5,22.9,3871208.0,D,5,430
,p2: Em520,D6,22.9,3215390.0,D,6,430
,p2: Em520,D7,22.9,3089919.0,D,7,430
,p2: Em520,B1,22.9,1671999872.0,B,1,440
,p2: Em520,B2,22.9,3134692.0,B,2,440
,p2: Em520,B3,22.9,5712352.0,B,3,440
,p2: Em520,B4,22.9,2799985.0,B,4,440
,p2: Em520,B5,22.9,14425.0,B,5,440
,p2: Em520,D1,22.9,3227369.0,D,1,440
,p2: Em520,D2,22.9,3294557.0,D,2,440
,p2: Em520,D3,22.9,3934230.0,D,3,440
,p2: Em520,D4,22.9,11854736.0,D,4,440
,p2: Em520,D5,22.9,3630557.0,D,5,440
,p2: Em520,D6,22.9,3015643.0,D,6,440
,p2: Em520,D7,22.9,2847610.0,D,7,440
,p2: Em520,B1,22.9,2088987136.0,B,1,450
,p2: Em520,B2,22.9,2575824.0,B,2,450
,p2: Em520,B3,22.9,6750112.0,B,3,450
,p2: Em520,B4,22.9,2276729.0,B,4,450
,p2: Em520,B5,22.9,12915.0,B,5,450
,p2: Em520,D1,22.9,2783522.0,D,1,450
,p2: Em520,D2,22.9,2847581.0,D,2,450
,p2: Em520,D3,22.9,3441701.0,D,3,450
,p2: Em520,D4,22.9,8617830.0,D,4,450
,p2: Em520,D5,22.9,3198129.0,D,5,450
,p2: Em520,D6,22.9,2617894.0,D,6,450
,p2: Em520,D7,22.9,2448355.0,D,7,450
,p2: Em520,B1,22.9,2483191808.0,B,1,460
,p2: Em520,B2,22.9,2109031.0,B,2,460
,p2: Em520,B3,22.9,8440558.0,B,3,460
,p2: Em520,B4,22.9,1764705.0,B,4,460
,p2: Em520,B5,22.9,7507.0,B,5,460
,p2: Em520,D1,22.9,2337924.0,D,1,460
,p2: Em520,D2,22.9,2341652.0,D,2,460
,p2: Em520,D3,22.9,2835512.0,D,3,460
,p2: Em520,D4,22.9,8335957.0,D,4,460
,p2: Em520,D5,22.9,2633633.0,D,5,460
,p2: Em520,D6,22.9,2142491.0,D,6,460
,p2: Em520,D7,22.9,2013920.0,D,7,460
,p2: Em520,B1,22.9,2782514176.0,B,1,470
,p2: Em520,B2,22.9,1718078.0,B,2,470
,p2: Em520,B3,22.9,10047720.0,B,3,470
,p2: Em520,B4,22.9,1393039.0,B,4,470
,p2: Em520,B5,22.9,8229.0,B,5,470
,p2: Em520,D1,22.9,1933860.0,D,1,470
,p2: Em520,D2,22.9,1874910.0,D,2,470
,p2: Em520,D3,22.9,2314508.0,D,3,470
,p2: Em520,D4,22.9,9953525.0,D,4,470
,p2: Em520,D5,22.9,2130552.0,D,5,470
,p2: Em520,D6,22.9,1708276.0,D,6,470
,p2: Em520,D7,22.9,1602949.0,D,7,470
,p2: Em520,B1,22.9,3039598592.0,B,1,480
,p2: Em520,B2,22.9,1362741.0,B,2,480
,p2: Em520,B3,22.9,12677151.0,B,3,480
,p2: Em520,B4,22.9,1114112.0,B,4,480
,p2: Em520,B5,22.9,13275.0,B,5,480
,p2: Em520,D1,22.9,1573543.0,D,1,480
,p2: Em520,D2,22.9,1464640.0,D,2,480
,p2: Em520,D3,22.9,1797349.0,D,3,480
,p2: Em520,D4,22.9,11958148.0,D,4,480
,p2: Em520,D5,22.9,1672417.0,D,5,480
,p2: Em520,D6,22.9,1305919.0,D,6,480
,p2: Em520,D7,22.9,1258683.0,D,7,480
,p3: Em560,B1,23.1,146363056.0,B,1,350
,p3: Em560,B2,23.1,12814309.0,B,2,350
,p3: Em560,B3,23.1,20846694.0,B,3,350
,p3: Em560,B4,23.1,3000688.0,B,4,350
,p3: Em560,B5,23.1,11828.0,B,5,350
,p3: Em560,D1,23.1,1691626.0,D,1,350
,p3: Em560,D2,23.1,1925525.0,D,2,350
,p3: Em560,D3,23.1,2137040.0,D,3,350
,p3: Em560,D4,23.1,6438002.0,D,4,350
,p3: Em560,D5,23.1,2032464.0,D,5,350
,p3: Em560,D6,23.1,1607393.0,D,6,350
,p3: Em560,D7,23.1,1548531.0,D,7,350
,p3: Em560,B1,23.1,212951520.0,B,1,360
,p3: Em560,B2,23.1,15974847.0,B,2,360
,p3: Em560,B3,23.1,14632053.0,B,3,360
,p3: Em560,B4,23.1,3246205.0,B,4,360
,p3: Em560,B5,23.1,9437.0,B,5,360
,p3: Em560,D1,23.1,1939632.0,D,1,360
,p3: Em560,D2,23.1,2138774.0,D,2,360
,p3: Em560,D3,23.1,2439571.0,D,3,360
,p3: Em560,D4,23.1,9235655.0,D,4,360
,p3: Em560,D5,23.1,2298232.0,D,5,360
,p3: Em560,D6,23.1,1796546.0,D,6,360
,p3: Em560,D7,23.1,1735933.0,D,7,360
,p3: Em560,B1,23.1,272574752.0,B,1,370
,p3: Em560,B2,23.1,18153238.0,B,2,370
,p3: Em560,B3,23.1,10011319.0,B,3,370
,p3: Em560,B4,23.1,3182314.0,B,4,370
,p3: Em560,B5,23.1,5386.0,B,5,370
,p3: Em560,D1,23.1,2037484.0,D,1,370
,p3: Em560,D2,23.1,2205635.0,D,2,370
,p3: Em560,D3,23.1,2545489.0,D,3,370
,p3: Em560,D4,23.1,11960492.0,D,4,370
,p3: Em560,D5,23.1,2354850.0,D,5,370
,p3: Em560,D6,23.1,1862581.0,D,6,370
,p3: Em560,D7,23.1,1791852.0,D,7,370
,p3: Em560,B1,23.1,316395904.0,B,1,380
,p3: Em560,B2,23.1,18478530.0,B,2,380
,p3: Em560,B3,23.1,6099312.0,B,3,380
,p3: Em560,B4,23.1,2591059.0,B,4,380
,p3: Em560,B5,23.1,6098.0,B,5,380
,p3: Em560,D1,23.1,1834226.0,D,1,380
,p3: Em560,D2,23.1,1957822.0,D,2,380
,p3: Em560,D3,23.1,2307808.0,D,3,380
,p3: Em560,D4,23.1,13255977.0,D,4,380
,p3: Em560,D5,23.1,2090692.0,D,5,380
,p3: Em560,D6,23.1,1664200.0,D,6,380
,p3: Em560,D7,23.1,1618540.0,D,7,380
,p3: Em560,B1,23.1,338400128.0,B,1,390
,p3: Em560,B2,23.1,18864272.0,B,2,390
,p3: Em560,B3,23.1,4385464.0,B,3,390
,p3: Em560,B4,23.1,2205214.0,B,4,390
,p3: Em560,B5,23.1,3361.0,B,5,390
,p3: Em560,D1,23.1,1700465.0,D,1,390
,p3: Em560,D2,23.1,1810765.0,D,2,390
,p3: Em560,D3,23.1,2155100.0,D,3,390
,p3: Em560,D4,23.1,13984158.0,D,4,390
,p3: Em560,D5,23.1,1914013.0,D,5,390
,p3: Em560,D6,23.1,1542522.0,D,6,390
,p3: Em560,D7,23.1,1481322.0,D,7,390
,p3: Em560,B1,23.1,340124672.0,B,1,400
,p3: Em560,B2,23.1,17635136.0,B,2,400
,p3: Em560,B3,23.1,4288902.0,B,3,400
,p3: Em560,B4,23.1,1967348.0,B,4,400
,p3: Em560,B5,23.1,3815.0,B,5,400
,p3: Em560,D1,23.1,1639178.0,D,1,400
,p3: Em560,D2,23.1,1732692.0,D,2,400
,p3: Em560,D3,23.1,2047216.0,D,3,400
,p3: Em560,D4,23.1,13010729.0,D,4,400
,p3: Em560,D5,23.1,1848544.0,D,5,400
,p3: Em560,D6,23.1,1506831.0,D,6,400
,p3: Em560,D7,23.1,1439943.0,D,7,400
,p3: Em560,B1,23.1,325759360.0,B,1,410
,p3: Em560,B2,23.1,13848355.0,B,2,410
,p3: Em560,B3,23.1,4920752.0,B,3,410
,p3: Em560,B4,23.1,1789468.0,B,4,410
,p3: Em560,B5,23.1,1830.0,B,5,410
,p3: Em560,D1,23.1,1628780.0,D,1,410
,p3: Em560,D2,23.1,1728984.0,D,2,410
,p3: Em560,D3,23.1,2039170.0,D,3,410
,p3: Em560,D4,23.1,10891686.0,D,4,410
,p3: Em560,D5,23.1,1844078.0,D,5,410
,p3: Em560,D6,23.1,1524440.0,D,6,410
,p3: Em560,D7,23.1,1442956.0,D,7,410
,p3: Em560,B1,23.1,318228576.0,B,1,420
,p3: Em560,B2,23.1,5891824.0,B,2,420
,p3: Em560,B3,23.1,6158572.0,B,3,420
,p3: Em560,B4,23.1,1662449.0,B,4,420
,p3: Em560,B5,23.1,3935.0,B,5,420
,p3: Em560,D1,23.1,1636055.0,D,1,420
,p3: Em560,D2,23.1,1734894.0,D,2,420
,p3: Em560,D3,23.1,2097105.0,D,3,420
,p3: Em560,D4,23.1,8048704.0,D,4,420
,p3: Em560,D5,23.1,1908420.0,D,5,420
,p3: Em560,D6,23.1,1542031.0,D,6,420
,p3: Em560,D7,23.1,1467968.0,D,7,420
,p3: Em560,B1,23.1,330257088.0,B,1,430
,p3: Em560,B2,23.1,2202051.0,B,2,430
,p3: Em560,B3,23.1,8486446.0,B,3,430
,p3: Em560,B4,23.1,1541035.0,B,4,430
,p3: Em560,B5,23.1,3881.0,B,5,430
,p3: Em560,D1,23.1,1670352.0,D,1,430
,p3: Em560,D2,23.1,1778641.0,D,2,430
,p3: Em560,D3,23.1,2149044.0,D,3,430
,p3: Em560,D4,23.1,5814946.0,D,4,430
,p3: Em560,D5,23.1,1965084.0,D,5,430
,p3: Em560,D6,23.1,1568934.0,D,6,430
,p3: Em560,D7,23.1,1485878.0,D,7,430
,p3: Em560,B1,23.1,383061536.0,B,1,440
,p3: Em560,B2,23.1,1506612.0,B,2,440
,p3: Em560,B3,23.1,13769492.0,B,3,440
,p3: Em560,B4,23.1,1410396.0,B,4,440
,p3: Em560,B5,23.1,2352.0,B,5,440
,p3: Em560,D1,23.1,1615541.0,D,1,440
,p3: Em560,D2,23.1,1743142.0,D,2,440
,p3: Em560,D3,23.1,2111675.0,D,3,440
,p3: Em560,D4,23.1,4170134.0,D,4,440
,p3: Em560,D5,23.1,1955942.0,D,5,440
,p3: Em560,D6,23.1,1551790.0,D,6,440
,p3: Em560,D7,23.1,1444130.0,D,7,440
,p3: Em560,B1,23.1,472591840.0,B,1,450
,p3: Em560,B2,23.1,1339306.0,B,2,450
,p3: Em560,B3,23.1,22875438.0,B,3,450
,p3: Em560,B4,23.1,1201276.0,B,4,450
,p3: Em560,B5,23.1,2205.0,B,5,450
,p3: Em560,D1,23.1,1496435.0,D,1,450
,p3: Em560,D2,23.1,1603127.0,D,2,450
,p3: Em560,D3,23.1,1963633.0,D,3,450
,p3: Em560,D4,23.1,3330329.0,D,4,450
,p3: Em560,D5,23.1,1821915.0,D,5,450
,p3: Em560,D6,23.1,1474659.0,D,6,450
,p3: Em560,D7,23.1,1334920.0,D,7,450
,p3: Em560,B1,23.1,560761728.0,B,1,460
,p3: Em560,B2,23.1,1160007.0,B,2,460
,p3: Em560,B3,23.1,37394720.0,B,3,460
,p3: Em560,B4,23.1,981226.0,B,4,460
,p3: Em560,B5,23.1,3534.0,B,5,460
,p3: Em560,D1,23.1,1290844.0,D,1,460
,p3: Em560,D2,23.1,1394318.0,D,2,460
,p3: Em560,D3,23.1,1733619.0,D,3,460
,p3: Em560,D4,23.1,3159418.0,D,4,460
,p3: Em560,D5,23.1,1606054.0,D,5,460
,p3: Em560,D6,23.1,1290326.0,D,6,460
,p3: Em560,D7,23.1,1177337.0,D,7,460
,p3: Em560,B1,23.1,623930624.0,B,1,470
,p3: Em560,B2,23.1,963469.0,B,2,470
,p3: Em560,B3,23.1,61960600.0,B,3,470
,p3: Em560,B4,23.1,797174.0,B,4,470
,p3: Em560,B5,23.1,8112.0,B,5,470
,p3: Em560,D1,23.1,1103217.0,D,1,470
,p3: Em560,D2,23.1,1174016.0,D,2,470
,p3: Em560,D3,23.1,1467477.0,D,3,470
,p3: Em560,D4,23.1,3449343.0,D,4,470
,p3: Em560,D5,23.1,1359026.0,D,5,470
,p3: Em560,D6,23.1,1117701.0,D,6,470
,p3: Em560,D7,23.1,1004637.0,D,7,470
,p3: Em560,B1,23.1,675702336.0,B,1,480
,p3: Em560,B2,23.1,776882.0,B,2,480
,p3: Em560,B3,23.1,96785488.0,B,3,480
,p3: Em560,B4,23.1,621345.0,B,4,480
,p3: Em560,B5,23.1,5222.0,B,5,480
,p3: Em560,D1,23.1,915130.0,D,1,480
,p3: Em560,D2,23.1,960719.0,D,2,480
,p3: Em560,D3,23.1,1205052.0,D,3,480
,p3: Em560,D4,23.1,3842063.0,D,4,480
,p3: Em560,D5,23.1,1120494.0,D,5,480
,p3: Em560,D6,23.1,919429.0,D,6,480
,p3: Em560,D7,23.1,820701.0,D,7,480
,p3: Em560,B1,23.1,698342016.0,B,1,490
,p3: Em560,B2,23.1,615093.0,B,2,490
,p3: Em560,B3,23.1,132883280.0,B,3,490
,p3: Em560,B4,23.1,506963.0,B,4,490
,p3: Em560,B5,23.1,3705.0,B,5,490
,p3: Em560,D1,23.1,753708.0,D,1,490
,p3: Em560,D2,23.1,795188.0,D,2,490
,p3: Em560,D3,23.1,972860.0,D,3,490
,p3: Em560,D4,23.1,4213247.0,D,4,490
,p3: Em560,D5,23.1,939009.0,D,5,490
,p3: Em560,D6,23.1,775852.0,D,6,490
,p3: Em560,D7,23.1,668660.0,D,7,490
,p3: Em560,B1,23.1,676723840.0,B,1,500
,p3: Em560,B2,23.1,363506.0,B,2,500
,p3: Em560,B3,23.1,199457264.0,B,3,500
,p3: Em560,B4,23.1,336180.0,B,4,500
,p3: Em560,B5,23.1,1896.0,B,5,500
,p3: Em560,D1,23.1,509190.0,D,1,500
,p3: Em560,D2,23.1,544847.0,D,2,500
,p3: Em560,D3,23.1,640304.0,D,3,500
,p3: Em560,D4,23.1,4907182.0,D,4,500
,p3: Em560,D5,23.1,639557.0,D,5,500
,p3: Em560,D6,23.1,551446.0,D,6,500
,p3: Em560,D7,23.1,453018.0,D,7,500
,p3: Em560,B1,23.1,475259296.0,B,1,510
,p3: Em560,B2,23.1,154223.0,B,2,510
,p3: Em560,B3,23.1,279555520.0,B,3,510
,p3: Em560,B4,23.1,165745.0,B,4,510
,p3: Em560,B5,23.1,3271.0,B,5,510
,p3: Em560,D1,23.1,269090.0,D,1,510
,p3: Em560,D2,23.1,306057.0,D,2,510
,p3: Em560,D3,23.1,361396.0,D,3,510
,p3: Em560,D4,23.1,4384452.0,D,4,510
,p3: Em560,D5,23.1,382086.0,D,5,510
,p3: Em560,D6,23.1,353966.0,D,6,510
,p3: Em560,D7,23.1,266703.0,D,7,510
,p3: Em560,B1,23.1,171338304.0,B,1,520
,p3: Em560,B2,23.1,70840.0,B,2,520
,p3: Em560,B3,23.1,306757984.0,B,3,520
,p3: Em560,B4,23.1,80464.0,B,4,520
,p3: Em560,B5,23.1,5558.0,B,5,520
,p3: Em560,D1,23.1,149009.0,D,1,520
,p3: Em560,D2,23.1,194061.0,D,2,520
,p3: Em560,D3,23.1,234218.0,D,3,520
,p3: Em560,D4,23.1,2021140.0,D,4,520
,p3: Em560,D5,23.1,246251.0,D,5,520
,p3: Em560,D6,23.1,248937.0,D,6,520
,p3: Em560,D7,23.1,173478.0,D,7,520
,p4: Ex390,B1,23.3,36397608.0,B,1,450
,p4: Ex390,B2,23.3,217052336.0,B,2,450
,p4: Ex390,B3,23.3,3117513.0,B,3,450
,p4: Ex390,B4,23.3,4880852.0,B,4,450
,p4: Ex390,B5,23.3,42531.0,B,5,450
,p4: Ex390,D1,23.3,2248249.0,D,1,450
,p4: Ex390,D2,23.3,2579073.0,D,2,450
,p4: Ex390,D3,23.3,3016577.0,D,3,450
,p4: Ex390,D4,23.3,5121020.0,D,4,450
,p4: Ex390,D5,23.3,2647976.0,D,5,450
,p4: Ex390,D6,23.3,2209748.0,D,6,450
,p4: Ex390,D7,23.3,2080820.0,D,7,450
,p4: Ex390,B1,23.3,40662400.0,B,1,460
,p4: Ex390,B2,23.3,220682096.0,B,2,460
,p4: Ex390,B3,23.3,3804367.0,B,3,460
,p4: Ex390,B4,23.3,5834791.0,B,4,460
,p4: Ex390,B5,23.3,43277.0,B,5,460
,p4: Ex390,D1,23.3,2770175.0,D,1,460
,p4: Ex390,D2,23.3,3207749.0,D,2,460
,p4: Ex390,D3,23.3,3707751.0,D,3,460
,p4: Ex390,D4,23.3,6450823.0,D,4,460
,p4: Ex390,D5,23.3,3321691.0,D,5,460
,p4: Ex390,D6,23.3,2742107.0,D,6,460
,p4: Ex390,D7,23.3,2542950.0,D,7,460
,p4: Ex390,B1,23.3,49480456.0,B,1,470
,p4: Ex390,B2,23.3,208272272.0,B,2,470
,p4: Ex390,B3,23.3,4311756.0,B,3,470
,p4: Ex390,B4,23.3,6386844.0,B,4,470
,p4: Ex390,B5,23.3,28260.0,B,5,470
,p4: Ex390,D1,23.3,3179967.0,D,1,470
,p4: Ex390,D2,23.3,3689406.0,D,2,470
,p4: Ex390,D3,23.3,4223960.0,D,3,470
,p4: Ex390,D4,23.3,8723519.0,D,4,470
,p4: Ex390,D5,23.3,3804902.0,D,5,470
,p4: Ex390,D6,23.3,3126298.0,D,6,470
,p4: Ex390,D7,23.3,2918699.0,D,7,470
,p4: Ex390,B1,23.3,102597960.0,B,1,480
,p4: Ex390,B2,23.3,175691776.0,B,2,480
,p4: Ex390,B3,23.3,4623336.0,B,3,480
,p4: Ex390,B4,23.3,6567414.0,B,4,480
,p4: Ex390,B5,23.3,23082.0,B,5,480
,p4: Ex390,D1,23.3,3483876.0,D,1,480
,p4: Ex390,D2,23.3,4013057.0,D,2,480
,p4: Ex390,D3,23.3,4604808.0,D,3,480
,p4: Ex390,D4,23.3,15804516.0,D,4,480
,p4: Ex390,D5,23.3,4162110.0,D,5,480
,p4: Ex390,D6,23.3,3379931.0,D,6,480
,p4: Ex390,D7,23.3,3177190.0,D,7,480
,p4: Ex390,B1,23.3,323684992.0,B,1,490
,p4: Ex390,B2,23.3,145214768.0,B,2,490
,p4: Ex390,B3,23.3,4703952.0,B,3,490
,p4: Ex390,B4,23.3,6440717.0,B,4,490
,p4: Ex390,B5,23.3,17031.0,B,5,490
,p4: Ex390,D1,23.3,3671188.0,D,1,490
,p4: Ex390,D2,23.3,4136586.0,D,2,490
,p4: Ex390,D3,23.3,4809870.0,D,3,490
,p4: Ex390,D4,23.3,31541292.0,D,4,490
,p4: Ex390,D5,23.3,4337776.0,D,5,490
,p4: Ex390,D6,23.3,3497778.0,D,6,490
,p4: Ex390,D7,23.3,3290417.0,D,7,490
,p4: Ex390,B1,23.3,879910976.0,B,1,500
,p4: Ex390,B2,23.3,111169104.0,B,2,500
,p4: Ex390,B3,23.3,4587086.0,B,3,500
,p4: Ex390,B4,23.3,6040010.0,B,4,500
,p4: Ex390,B5,23.3,14464.0,B,5,500
,p4: Ex390,D1,23.3,3750747.0,D,1,500
,p4: Ex390,D2,23.3,4127053.0,D,2,500
,p4: Ex390,D3,23.3,4774310.0,D,3,500
,p4: Ex390,D4,23.3,50776308.0,D,4,500
,p4: Ex390,D5,23.3,4312904.0,D,5,500
,p4: Ex390,D6,23.3,3455710.0,D,6,500
,p4: Ex390,D7,23.3,3272732.0,D,7,500
,p4: Ex390,B1,23.3,1305019776.0,B,1,510
,p4: Ex390,B2,23.3,87753192.0,B,2,510
,p4: Ex390,B3,23.3,4387466.0,B,3,510
,p4: Ex390,B4,23.3,5565916.0,B,4,510
,p4: Ex390,B5,23.3,11252.0,B,5,510
,p4: Ex390,D1,23.3,3683440.0,D,1,510
,p4: Ex390,D2,23.3,3957651.0,D,2,510
,p4: Ex390,D3,23.3,4627053.0,D,3,510
,p4: Ex390,D4,23.3,57437680.0,D,4,510
,p4: Ex390,D5,23.3,4141338.0,D,5,510
,p4: Ex390,D6,23.3,3291768.0,D,6,510
,p4: Ex390,D7,23.3,3150596.0,D,7,510
,p4: Ex390,B1,23.3,1314872448.0,B,1,520
,p4: Ex390,B2,23.3,65771972.0,B,2,520
,p4: Ex390,B3,23.3,3933827.0,B,3,520
,p4: Ex390,B4,23.3,4922491.0,B,4,520
,p4: Ex390,B5,23.3,10869.0,B,5,520
,p4: Ex390,D1,23.3,3379007.0,D,1,520
,p4: Ex390,D2,23.3,3566108.0,D,2,520
,p4: Ex390,D3,23.3,4234422.0,D,3,520
,p4: Ex390,D4,23.3,50636964.0,D,4,520
,p4: Ex390,D5,23.3,3785535.0,D,5,520
,p4: Ex390,D6,23.3,2972811.0,D,6,520
,p4: Ex390,D7,23.3,2861593.0,D,7,520
,p4: Ex390,B1,23.3,972849984.0,B,1,530
,p4: Ex390,B2,23.3,47769356.0,B,2,530
,p4: Ex390,B3,23.3,3394888.0,B,3,530
,p4: Ex390,B4,23.3,4141072.0,B,4,530
,p4: Ex390,B5,23.3,9173.0,B,5,530
,p4: Ex390,D1,23.3,2909608.0,D,1,530
,p4: Ex390,D2,23.3,3082503.0,D,2,530
,p4: Ex390,D3,23.3,3667002.0,D,3,530
,p4: Ex390,D4,23.3,37913780.0,D,4,530
,p4: Ex390,D5,23.3,3299038.0,D,5,530
,p4: Ex390,D6,23.3,2593929.0,D,6,530
,p4: Ex390,D7,23.3,2504078.0,D,7,530
,p4: Ex390,B1,23.3,701856512.0,B,1,540
,p4: Ex390,B2,23.3,35129844.0,B,2,540
,p4: Ex390,B3,23.3,3268718.0,B,3,540
,p4: Ex390,B4,23.3,3440099.0,B,4,540
,p4: Ex390,B5,23.3,6652.0,B,5,540
,p4: Ex390,D1,23.3,2468430.0,D,1,540
,p4: Ex390,D2,23.3,2632585.0,D,2,540
,p4: Ex390,D3,23.3,3159577.0,D,3,540
,p4: Ex390,D4,23.3,27604054.0,D,4,540
,p4: Ex390,D5,23.3,2808032.0,D,5,540
,p4: Ex390,D6,23.3,2191307.0,D,6,540
,p4: Ex390,D7,23.3,2120768.0,D,7,540
,p4: Ex390,B1,23.3,508629248.0,B,1,550
,p4: Ex390,B2,23.3,24869788.0,B,2,550
,p4: Ex390,B3,23.3,3713463.0,B,3,550
,p4: Ex390,B4,23.3,2773186.0,B,4,550
,p4: Ex390,B5,23.3,4076.0,B,5,550
,p4: Ex390,D1,23.3,2013595.0,D,1,550
,p4: Ex390,D2,23.3,2145590.0,D,2,550
,p4: Ex390,D3,23.3,2614080.0,D,3,550
,p4: Ex390,D4,23.3,19210606.0,D,4,550
,p4: Ex390,D5,23.3,2281343.0,D,5,550
