cell,target,lam_peaks,lam_bright,lam_edit,err_mean,err_best,err_sd,bright_mean,n_bright,n,n_mut,fam_logp,n_distinct,n_violation
lam-ex1_lam-em1_lam-bright0.5_lam-edit0.5,EBFP,1.0,0.5,0.5,12.269999999999998,1.56,12.90920672163159,-8.443491666666668,0,12,11.166666666666666,-1.8592453457606493,12,0
lam-ex1_lam-em1_lam-bright0_lam-edit1,EBFP,1.0,0.0,1.0,13.338333333333333,0.06,16.537075608975417,-8.039308333333333,0,12,7.333333333333333,-1.8104981281149282,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit0,EBFP,1.0,1.0,0.0,15.2575,4.26,10.900216949467316,-7.1649416666666665,0,12,16.75,-2.056364748301957,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit0,EBFP,2.0,4.0,0.0,21.2625,0.99,11.508976042439855,0.16250833333333325,6,12,12.75,-2.053345584427935,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit0.5,EBFP,2.0,4.0,0.5,23.0425,2.31,9.582585649357522,2.687133333333333,10,12,8.083333333333334,-1.8829261599719986,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit0.5,EBFP,1.0,1.0,0.5,26.519166666666667,2.96,17.98094115159075,-5.1874666666666664,1,12,9.5,-1.7644889995259916,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit1,EBFP,2.0,4.0,1.0,27.56416666666666,3.15,8.671577877110249,3.3231583333333337,11,12,5.75,-1.721777894949274,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit2,EBFP,2.0,2.0,2.0,31.43916666666666,0.7,17.61479309007235,0.6806083333333334,8,12,3.3333333333333335,-1.6472893943516116,11,0
lam-ex4_lam-em4_lam-bright4_lam-edit4,EBFP,4.0,4.0,4.0,32.34166666666666,3.79,18.516498703654108,1.0126583333333332,8,12,3.3333333333333335,-1.697610200143355,10,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit1,EBFP,1.0,0.5,1.0,32.567499999999995,0.83,19.401043610636467,-4.71555,0,12,6.0,-1.6738406448249934,12,0
lam-ex1_lam-em1_lam-bright2_lam-edit0,EBFP,1.0,2.0,0.0,34.32583333333333,1.16,17.701399769167377,-3.423008333333333,1,12,14.916666666666666,-1.916962158191379,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit0,EBFP,0.5,0.0,0.0,35.018333333333324,17.04,12.892282986580017,-11.167499999999999,0,12,19.166666666666668,-1.9423816252298192,12,0
lam-ex1_lam-em1_lam-bright2_lam-edit0.5,EBFP,1.0,2.0,0.5,35.52583333333333,1.24,13.906059802921325,0.6660916666666666,8,12,8.0,-1.7807848905045693,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit0,EBFP,1.0,4.0,0.0,36.98833333333334,23.05,11.283684789298325,3.413858333333333,12,12,10.333333333333334,-1.8847555435133412,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit0.5,EBFP,1.0,4.0,0.5,38.94416666666667,30.33,6.5125158639951035,5.604408333333333,12,12,6.166666666666667,-1.6997335244888252,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit1,EBFP,1.0,1.0,1.0,39.218333333333334,4.66,19.592040978340407,-2.9403583333333336,2,12,6.416666666666667,-1.67037875689302,12,0
lam-ex1_lam-em1_lam-bright2_lam-edit1,EBFP,1.0,2.0,1.0,39.685,6.56,11.505236357257663,3.172383333333333,10,12,4.166666666666667,-1.6275889598425042,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit0.5,EBFP,0.5,0.5,0.5,42.38666666666666,10.51,20.339678344347416,-6.4181333333333335,0,12,10.5,-1.7348786992408014,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit2,EBFP,2.0,4.0,2.0,43.9175,31.04,7.746977269760239,5.8096,12,12,2.4166666666666665,-1.5854373448859613,10,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit0,EBFP,0.5,4.0,0.0,45.18000000000001,31.83,10.34465957961797,4.415425,12,12,9.583333333333334,-1.7537130115698787,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit0.5,EBFP,0.5,0.0,0.5,45.21833333333334,7.54,22.990296701526983,-8.361958333333334,0,12,11.166666666666666,-1.7555058347444248,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit1,EBFP,1.0,4.0,1.0,45.267500000000005,35.02,6.767438249038218,6.115233333333332,12,12,2.9166666666666665,-1.5789647586894668,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit0,EBFP,0.5,0.5,0.0,46.32166666666666,14.03,22.226783529350485,-8.415799999999999,0,12,17.083333333333332,-1.89683029079403,12,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit0,EBFP,0.5,1.0,0.0,46.61416666666667,19.3,18.10252190282957,-6.235108333333333,0,12,16.916666666666668,-1.8934768640798092,12,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit0.5,EBFP,0.5,1.0,0.5,50.64416666666667,17.41,19.910979820798435,-3.9297416666666667,0,12,8.75,-1.6742214926240984,12,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit0.5,EBFP,0.5,2.0,0.5,52.59166666666667,17.29,18.444262391093744,1.2394,8,12,7.5,-1.682850700308433,12,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit1,EBFP,0.5,4.0,1.0,52.61916666666667,42.31,3.9250001930129264,6.4328666666666665,12,12,2.4166666666666665,-1.5355025300292537,11,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit0,EBFP,0.5,2.0,0.0,52.79,14.89,19.550248080267423,-1.923275,3,12,14.083333333333334,-1.860845217142562,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit2,EBFP,1.0,4.0,2.0,52.970833333333324,51.0,0.6206515393788474,6.2833,12,12,1.1666666666666667,-1.516479671437336,2,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit1,EBFP,0.5,1.0,1.0,54.1525,18.84,20.326684264331412,1.9074833333333334,9,12,3.4166666666666665,-1.537427038709007,12,0
lam-ex2_lam-em2_lam-bright0_lam-edit4,EBFP,2.0,0.0,4.0,54.416666666666664,3.79,36.6390435894759,-4.8956,1,12,2.3333333333333335,-1.7134848332304096,11,0
lam-ex1_lam-em1_lam-bright2_lam-edit2,EBFP,1.0,2.0,2.0,55.095,48.22,10.618512564898582,5.912233333333333,12,12,1.3333333333333333,-1.5156626516617628,6,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit0.5,EBFP,0.5,4.0,0.5,55.97166666666667,39.57,15.846430532017633,5.938966666666666,12,12,4.25,-1.640872858085656,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit4,EBFP,2.0,4.0,4.0,56.07749999999999,53.15,10.141157478315778,6.119224999999999,12,12,0.9166666666666666,-1.4982449103869324,2,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit1,EBFP,0.5,2.0,1.0,56.560833333333335,43.65,12.536970388221851,5.3433166666666665,12,12,2.4166666666666665,-1.5519770803544544,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit1,EBFP,0.5,0.0,1.0,57.140833333333326,2.64,25.973326688016385,-6.003425,1,12,6.0,-1.630411264229764,12,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit0,EBFP,0.25,0.5,0.0,58.505,28.45,17.082296790430835,-8.435066666666666,0,12,17.0,-1.8434509133641914,12,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit2,EBFP,0.5,4.0,2.0,59.004999999999995,53.15,13.674333954197152,5.952149999999999,12,12,0.8333333333333334,-1.4987135417459534,2,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit2,EBFP,1.0,0.5,2.0,60.35500000000001,13.17,31.017578740273894,0.0399249999999998,6,12,1.6666666666666667,-1.5581093308921847,10,0
lam-ex1_lam-em1_lam-bright0_lam-edit2,EBFP,1.0,0.0,2.0,60.45083333333334,13.17,29.58557371371556,-3.5012166666666675,2,12,2.5,-1.5915687140749368,11,0
lam-ex1_lam-em1_lam-bright1_lam-edit2,EBFP,1.0,1.0,2.0,60.6475,13.17,22.938732280498062,3.7921083333333327,9,12,1.3333333333333333,-1.5289470588438185,7,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit0,EBFP,0.25,2.0,0.0,60.92166666666666,20.81,19.64883888928223,-0.3975083333333333,5,12,13.0,-1.8294093604881267,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit4,EBFP,2.0,2.0,4.0,61.31833333333333,15.58,21.794986009436094,4.768749999999999,11,12,0.75,-1.5195801139744594,4,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit0.5,EBFP,0.25,0.0,0.5,61.49583333333333,25.39,16.241592766907456,-9.309966666666668,0,12,11.25,-1.7172233601355054,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit1,EBFP,0.5,0.5,1.0,61.74750000000001,12.44,22.690490248720337,-3.7410333333333328,1,12,5.083333333333333,-1.5778402013128658,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit2,EBFP,0.25,4.0,2.0,62.20249999999999,53.15,15.752273212575904,5.732466666666666,12,12,0.8333333333333334,-1.5022363912373535,3,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit0,EBFP,0.25,4.0,0.0,62.82,41.69,18.569308989933806,4.422608333333334,12,12,9.833333333333334,-1.7494034034264736,12,0
lam-ex2_lam-em2_lam-bright0.5_lam-edit4,EBFP,2.0,0.5,4.0,63.096666666666664,6.28,32.44824111589335,-0.6490416666666667,5,12,1.25,-1.5889416684099393,11,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit0.5,EBFP,0.25,2.0,0.5,63.26916666666667,39.31,18.177000681847343,2.0484833333333334,9,12,6.166666666666667,-1.612637077760098,12,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit0.5,EBFP,0.25,1.0,0.5,63.74666666666667,21.39,20.229846237376073,-4.053433333333333,1,12,8.916666666666666,-1.629968619754609,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit0.5,EBFP,0.25,4.0,0.5,65.61500000000001,43.52,19.25013270320257,5.886875,12,12,4.833333333333333,-1.6335573314049343,12,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit0,EBFP,0.25,0.0,0.0,65.63,37.56,18.72203029005717,-10.564425,0,12,17.833333333333332,-1.8419636580644345,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit1,EBFP,0.25,4.0,1.0,65.71166666666667,51.86,14.449419512299595,6.370866666666667,12,12,2.0833333333333335,-1.5444718360072611,11,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit1,EBFP,0.25,2.0,1.0,66.44833333333334,43.65,16.49623308699917,4.905633333333333,12,12,2.25,-1.545269359549491,12,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit0.5,EBFP,0.25,0.5,0.5,66.60083333333333,18.03,18.29343720291432,-7.108158333333333,0,12,9.583333333333334,-1.611557436504926,12,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit0,EBFP,0.25,1.0,0.0,68.0225,41.18,14.514417988519364,-5.715183333333333,0,12,16.333333333333332,-1.8803656924414065,12,0
lam-ex2_lam-em2_lam-bright1_lam-edit4,EBFP,2.0,1.0,4.0,71.74166666666666,15.58,22.98162421403569,3.3377749999999993,10,12,0.75,-1.5252591034898417,6,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit1,EBFP,0.25,0.0,1.0,72.84166666666667,20.67,18.055302838946254,-5.115308333333334,1,12,5.583333333333333,-1.5252149094878813,12,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit1,EBFP,0.25,1.0,1.0,74.1075,18.84,21.536251942417294,1.2721999999999998,9,12,3.3333333333333335,-1.538183129470809,12,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit2,EBFP,0.5,2.0,2.0,76.12916666666665,48.22,17.92806558460953,4.804433333333333,12,12,0.5833333333333334,-1.5157065042567905,4,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit1,EBFP,0.25,0.5,1.0,78.06083333333333,16.81,19.906386119367152,-1.7209083333333337,4,12,3.9166666666666665,-1.5395374973269587,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit2,EBFP,0.5,0.0,2.0,81.27583333333332,16.25,20.616500213678517,2.250308333333333,9,12,0.8333333333333334,-1.5213123577108358,6,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit2,EBFP,0.5,0.5,2.0,81.43666666666665,15.58,20.822382333935902,2.853925,10,12,0.6666666666666666,-1.5266616342116146,6,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit2,EBFP,0.25,0.0,2.0,81.57416666666664,15.58,20.881242760966703,2.527158333333333,9,12,0.6666666666666666,-1.530723901509467,6,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit2,EBFP,0.25,0.5,2.0,81.86083333333332,15.58,20.912992246375694,3.352541666666666,11,12,0.5,-1.5360731780102455,5,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit2,EBFP,0.5,1.0,2.0,81.86083333333332,15.58,20.912992246375694,3.352541666666666,11,12,0.5,-1.5360731780102455,5,0
lam-ex1_lam-em1_lam-bright0_lam-edit4,EBFP,1.0,0.0,4.0,82.22166666666665,15.58,20.9866822850429,3.624774999999999,11,12,0.08333333333333333,-1.519230876045322,2,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit2,EBFP,0.25,1.0,2.0,87.91916666666667,83.84,1.296908620411233,4.009166666666666,12,12,0.4166666666666667,-1.5202421573010891,4,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit4,EBFP,0.25,0.5,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit4,EBFP,0.25,0.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit4,EBFP,0.25,1.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit4,EBFP,0.25,2.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit4,EBFP,0.25,4.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit4,EBFP,0.5,0.5,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit4,EBFP,0.5,0.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit4,EBFP,0.5,1.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit4,EBFP,0.5,2.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit4,EBFP,0.5,4.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit4,EBFP,1.0,0.5,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright1_lam-edit4,EBFP,1.0,1.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright2_lam-edit4,EBFP,1.0,2.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright4_lam-edit4,EBFP,1.0,4.0,4.0,88.27999999999999,88.28,1.4842753667696044e-14,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit2,EBFP,0.25,2.0,2.0,88.28916666666667,87.92,0.17824693460749771,4.054033333333333,12,12,0.3333333333333333,-1.5206352478252538,3,0
lam-ex4_lam-em4_lam-bright0_lam-edit0,mOrange,4.0,0.0,0.0,2.415,0.29,2.078100093835713,-10.204508333333333,0,12,17.666666666666668,-2.1453581122364533,12,0
lam-ex4_lam-em4_lam-bright0.5_lam-edit0,mOrange,4.0,0.5,0.0,2.9925,0.1,2.3271016893825833,-7.101074999999999,0,12,16.75,-2.094383277244515,12,0
lam-ex4_lam-em4_lam-bright0_lam-edit0.5,mOrange,4.0,0.0,0.5,3.3725000000000005,0.55,2.207281853732817,-7.846,0,12,13.25,-1.9780562619908963,12,0
lam-ex4_lam-em4_lam-bright1_lam-edit0,mOrange,4.0,1.0,0.0,3.5500000000000003,0.34,2.1301216354514083,-5.297841666666668,0,12,15.0,-1.9218533155462518,12,0
lam-ex4_lam-em4_lam-bright0.5_lam-edit0.5,mOrange,4.0,0.5,0.5,3.5691666666666664,0.65,2.3822657600517942,-6.2409083333333335,0,12,12.666666666666666,-1.915583779050155,12,0
lam-ex4_lam-em4_lam-bright0_lam-edit1,mOrange,4.0,0.0,1.0,3.6775,1.67,1.2626100312088018,-6.372225000000001,0,12,9.5,-1.7738995106916582,12,0
lam-ex4_lam-em4_lam-bright2_lam-edit0,mOrange,4.0,2.0,0.0,3.741666666666667,0.2,2.0242162718325125,-3.4348916666666667,1,12,14.166666666666666,-1.9789348243491478,12,0
lam-ex4_lam-em4_lam-bright1_lam-edit0.5,mOrange,4.0,1.0,0.5,4.1425,0.56,1.7672841259452827,-4.553758333333334,2,12,11.25,-1.9065904863933645,12,0
lam-ex2_lam-em2_lam-bright0_lam-edit0,mOrange,2.0,0.0,0.0,4.149166666666667,1.07,2.2111842089840925,-9.617375000000001,0,12,17.416666666666668,-1.9415157549367745,12,0
lam-ex4_lam-em4_lam-bright0.5_lam-edit1,mOrange,4.0,0.5,1.0,4.285833333333334,0.85,1.867319217650282,-4.660241666666666,0,12,9.333333333333334,-1.771371126074323,12,0
lam-ex4_lam-em4_lam-bright2_lam-edit0.5,mOrange,4.0,2.0,0.5,5.2091666666666665,0.77,2.7165936502550507,-1.489075,4,12,10.25,-1.7965753189066922,12,0
lam-ex4_lam-em4_lam-bright2_lam-edit1,mOrange,4.0,2.0,1.0,5.364166666666667,1.91,2.0392398687805815,-0.5830666666666667,6,12,8.166666666666666,-1.7023681426053878,12,0
lam-ex4_lam-em4_lam-bright1_lam-edit1,mOrange,4.0,1.0,1.0,5.6175,0.11,2.498341722750585,-3.470375,1,12,8.583333333333334,-1.7920632759704824,12,0
lam-ex2_lam-em2_lam-bright0.5_lam-edit0.5,mOrange,2.0,0.5,0.5,5.636666666666667,0.53,2.9038261071569114,-4.092741666666667,2,12,11.333333333333334,-1.7470331127619936,12,0
