cell,target,lam_peaks,lam_bright,lam_edit,err_mean,err_best,err_sd,bright_mean,n_bright,n,n_mut,fam_logp,n_distinct,n_violation
lam-ex2_lam-em2_lam-bright0.5_lam-edit0,mOrange,2.0,0.5,0.0,5.976666666666667,2.07,3.7198883984562894,-7.039974999999999,0,12,16.25,-1.8983939442770825,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit0,mOrange,2.0,2.0,0.0,6.191666666666667,2.42,2.0264291627182907,-1.4554333333333334,4,12,14.166666666666666,-1.8818740510583039,12,0
lam-ex2_lam-em2_lam-bright1_lam-edit0,mOrange,2.0,1.0,0.0,6.203333333333333,0.78,3.5662237051468764,-4.019591666666666,0,12,15.333333333333334,-1.8917832675780701,12,0
lam-ex4_lam-em4_lam-bright4_lam-edit0,mOrange,4.0,4.0,0.0,6.53,4.07,1.6079235621814183,0.8351083333333333,10,12,12.25,-1.8815761644857014,12,0
lam-ex2_lam-em2_lam-bright0_lam-edit0.5,mOrange,2.0,0.0,0.5,6.548333333333332,2.83,2.800908402427305,-7.1921583333333325,0,12,11.916666666666666,-1.7330488146156915,12,0
lam-ex4_lam-em4_lam-bright4_lam-edit1,mOrange,4.0,4.0,1.0,6.763333333333333,3.47,2.8374935589300807,0.4914,9,12,8.333333333333334,-1.740832488962001,12,0
lam-ex4_lam-em4_lam-bright4_lam-edit0.5,mOrange,4.0,4.0,0.5,6.786666666666666,2.92,2.483982628153767,0.5116416666666668,9,12,9.583333333333334,-1.8091398875403824,12,0
lam-ex4_lam-em4_lam-bright0.5_lam-edit2,mOrange,4.0,0.5,2.0,6.980833333333333,3.8,1.795896627584588,-2.243533333333333,1,12,7.166666666666667,-1.7460393001255756,12,0
lam-ex4_lam-em4_lam-bright1_lam-edit2,mOrange,4.0,1.0,2.0,7.22,4.24,1.992718563351903,-0.4351416666666667,6,12,6.75,-1.6861321194056702,12,0
lam-ex2_lam-em2_lam-bright0_lam-edit1,mOrange,2.0,0.0,1.0,7.27,2.36,3.8956619229832845,-3.6458583333333334,3,12,7.583333333333333,-1.6961602698764275,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit0.5,mOrange,2.0,2.0,0.5,7.953333333333333,4.78,2.0290317141360057,-0.0621416666666666,8,12,8.5,-1.6661353784397248,12,0
lam-ex4_lam-em4_lam-bright0_lam-edit2,mOrange,4.0,0.0,2.0,8.435,3.31,3.447487886457721,-2.5113583333333334,3,12,6.916666666666667,-1.738574871993707,12,0
lam-ex2_lam-em2_lam-bright1_lam-edit0.5,mOrange,2.0,1.0,0.5,8.703333333333333,1.9,6.38849866177611,-2.313775,2,12,9.833333333333334,-1.6842158078539928,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit0,mOrange,2.0,4.0,0.0,9.07,3.8,4.37398092027264,1.7430583333333336,12,12,10.833333333333334,-1.778832705081934,12,0
lam-ex4_lam-em4_lam-bright2_lam-edit2,mOrange,4.0,2.0,2.0,9.15,4.02,4.099860308041549,1.2055666666666667,9,12,6.25,-1.6770641894881493,10,0
lam-ex1_lam-em1_lam-bright0_lam-edit0,mOrange,1.0,0.0,0.0,9.215833333333334,2.19,6.302379721304894,-8.737949999999998,0,12,18.5,-1.9754181668010427,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit1,mOrange,2.0,2.0,1.0,9.549166666666666,5.91,3.0288025186482024,1.1970333333333332,9,12,6.916666666666667,-1.6218196836454466,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit1,mOrange,2.0,4.0,1.0,10.1475,5.68,3.4551729992209443,2.7125416666666666,12,12,6.333333333333333,-1.5957048522569195,12,0
lam-ex2_lam-em2_lam-bright0.5_lam-edit1,mOrange,2.0,0.5,1.0,10.165833333333333,5.43,3.4201022268967693,-0.9431666666666666,5,12,6.833333333333333,-1.6334135006645416,12,0
lam-ex2_lam-em2_lam-bright1_lam-edit1,mOrange,2.0,1.0,1.0,10.229999999999999,4.02,3.321119745452784,-0.6940833333333334,6,12,7.0,-1.6893692872285688,12,0
lam-ex4_lam-em4_lam-bright4_lam-edit2,mOrange,4.0,4.0,2.0,10.240833333333333,5.35,4.554868441036636,1.7221166666666667,9,12,5.75,-1.6087597610322018,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit0.5,mOrange,2.0,4.0,0.5,11.155833333333334,3.48,5.781118888767174,3.5126500000000003,12,12,8.166666666666666,-1.711065534278682,12,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit0,mOrange,1.0,0.5,0.0,11.979166666666666,6.09,6.377019050441747,-6.157983333333334,0,12,16.666666666666668,-1.9585097469303492,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit0.5,mOrange,1.0,1.0,0.5,12.301666666666668,6.62,5.344191125687664,-1.1686916666666667,6,12,8.333333333333334,-1.5775479092840865,12,0
lam-ex4_lam-em4_lam-bright4_lam-edit4,mOrange,4.0,4.0,4.0,12.542499999999999,5.42,4.269839522213281,2.8833916666666677,11,12,4.166666666666667,-1.505182400452284,5,0
lam-ex1_lam-em1_lam-bright1_lam-edit0,mOrange,1.0,1.0,0.0,12.617499999999998,5.69,5.427082130808917,-4.9968916666666665,0,12,15.5,-1.7762722157834097,12,0
lam-ex4_lam-em4_lam-bright0_lam-edit4,mOrange,4.0,0.0,4.0,12.823333333333332,7.76,6.261016956799697,-1.3970166666666668,1,12,4.666666666666667,-1.6815362088982413,10,0
lam-ex1_lam-em1_lam-bright0_lam-edit0.5,mOrange,1.0,0.0,0.5,12.832500000000001,1.78,7.398605673307026,-7.22535,0,12,12.5,-1.7067958453525485,12,0
lam-ex4_lam-em4_lam-bright2_lam-edit4,mOrange,4.0,2.0,4.0,13.527499999999998,5.42,6.111991380586498,2.132,10,12,4.0,-1.5390642278955091,8,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit0.5,mOrange,1.0,0.5,0.5,13.544166666666667,6.87,5.408270532389736,-3.5615416666666673,1,12,10.25,-1.684768115039233,12,0
lam-ex4_lam-em4_lam-bright0.5_lam-edit4,mOrange,4.0,0.5,4.0,13.975,6.24,8.898814527789643,-0.5212583333333333,5,12,4.5,-1.6635029142718707,10,0
lam-ex1_lam-em1_lam-bright2_lam-edit0.5,mOrange,1.0,2.0,0.5,14.5725,6.24,8.917050189996077,1.0476583333333334,8,12,7.583333333333333,-1.5350247807306634,12,0
lam-ex4_lam-em4_lam-bright1_lam-edit4,mOrange,4.0,1.0,4.0,14.645000000000001,6.86,8.918800877411105,0.7041749999999999,7,12,4.166666666666667,-1.6123324281157962,10,0
lam-ex2_lam-em2_lam-bright0_lam-edit2,mOrange,2.0,0.0,2.0,15.673333333333332,6.66,9.54281008102038,-1.3151083333333335,4,12,4.666666666666667,-1.671708969079974,11,0
lam-ex2_lam-em2_lam-bright1_lam-edit2,mOrange,2.0,1.0,2.0,15.764166666666668,5.42,9.569378680631953,0.859125,7,12,4.583333333333333,-1.5439070874525846,12,0
lam-ex1_lam-em1_lam-bright2_lam-edit0,mOrange,1.0,2.0,0.0,16.52,8.0,8.320736418458075,-0.3483583333333333,6,12,13.083333333333334,-1.8354344569090824,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit2,mOrange,2.0,2.0,2.0,16.799166666666668,6.86,6.262997334029499,2.9533,12,12,4.166666666666667,-1.5125212217854003,7,0
lam-ex2_lam-em2_lam-bright0.5_lam-edit2,mOrange,2.0,0.5,2.0,17.714166666666667,6.86,9.176154332471384,0.17029166666666673,6,12,4.25,-1.576409363056322,12,0
lam-ex2_lam-em2_lam-bright4_lam-edit2,mOrange,2.0,4.0,2.0,21.090833333333332,13.98,7.791498231853081,3.8616666666666664,12,12,3.5833333333333335,-1.4889002219216432,10,0
lam-ex1_lam-em1_lam-bright2_lam-edit1,mOrange,1.0,2.0,1.0,21.281666666666666,8.85,9.51434307992014,2.880433333333334,12,12,4.916666666666667,-1.5059308005845287,12,0
lam-ex1_lam-em1_lam-bright0_lam-edit1,mOrange,1.0,0.0,1.0,21.97083333333333,12.2,12.18701504085642,-3.7879666666666663,2,12,7.333333333333333,-1.5850787490863671,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit1,mOrange,1.0,1.0,1.0,22.5025,12.12,10.189737372831193,1.01365,7,12,5.333333333333333,-1.5372220780339598,12,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit1,mOrange,1.0,0.5,1.0,23.266666666666666,5.42,12.807389439008412,-1.0008,3,12,5.583333333333333,-1.542937205794524,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit0.5,mOrange,0.5,0.5,0.5,23.489166666666666,8.6,11.303027316394115,-4.391908333333333,0,12,9.666666666666666,-1.605891635944319,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit0.5,mOrange,1.0,4.0,0.5,25.065833333333334,6.52,16.059422302715923,4.094916666666667,12,12,6.583333333333333,-1.5749737957228225,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit0,mOrange,1.0,4.0,0.0,27.11666666666667,10.08,13.322922374841811,3.995533333333333,12,12,10.75,-1.7292561652789245,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit0,mOrange,0.5,0.0,0.0,27.42916666666667,2.75,19.803060579954135,-11.382908333333333,0,12,18.166666666666668,-1.886340135642665,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit0.5,mOrange,0.5,0.0,0.5,32.30416666666667,2.54,20.22748465840626,-7.5317583333333324,0,12,11.333333333333334,-1.7209063347761564,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit0,mOrange,0.5,0.5,0.0,32.502500000000005,9.21,17.83149263369319,-7.860358333333334,0,12,16.916666666666668,-1.851462014025504,12,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit0.5,mOrange,0.5,1.0,0.5,33.63333333333333,15.0,13.793063693777611,-2.3283,3,12,9.0,-1.6383755725136684,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit1,mOrange,1.0,4.0,1.0,35.05833333333334,14.83,12.956944668845168,4.40615,11,12,3.8333333333333335,-1.5035414999339693,10,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit0,mOrange,0.5,2.0,0.0,35.36666666666667,10.23,13.15810177891334,-0.8730166666666669,6,12,13.583333333333334,-1.8064933784220951,12,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit0,mOrange,0.5,1.0,0.0,35.55583333333333,15.27,10.43498090631466,-5.0988,0,12,15.916666666666666,-1.793547883763263,12,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit1,mOrange,0.5,0.5,1.0,36.78166666666666,17.88,13.128459601764083,1.1325166666666666,8,12,3.8333333333333335,-1.5161894910689746,12,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit1,mOrange,0.5,0.0,1.0,39.535833333333336,18.74,12.500084696682755,-3.6392749999999996,3,12,5.166666666666667,-1.6041061166389763,12,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit0.5,mOrange,0.5,2.0,0.5,39.5425,15.13,13.102389875688537,2.3270416666666667,11,12,6.083333333333333,-1.5802780557931644,12,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit1,mOrange,0.5,1.0,1.0,42.19083333333333,15.59,15.750428252956018,2.752266666666667,11,12,3.5,-1.521588815964189,12,0
lam-ex1_lam-em1_lam-bright0_lam-edit2,mOrange,1.0,0.0,2.0,44.958333333333336,8.9,13.089355726441745,1.347908333333333,9,12,1.6666666666666667,-1.5457101962792088,9,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit0,mOrange,0.5,4.0,0.0,45.336666666666666,21.13,9.90381040842668,3.236708333333333,11,12,10.333333333333334,-1.6902295667762204,12,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit0,mOrange,0.25,0.0,0.0,46.38500000000001,26.6,13.942791229618525,-10.422008333333332,0,12,17.916666666666668,-1.8756356752952172,12,0
lam-ex2_lam-em2_lam-bright0_lam-edit4,mOrange,2.0,0.0,4.0,46.51666666666667,39.29,6.241875203863504,1.4192333333333333,10,12,1.0833333333333333,-1.5581713245533584,5,0
lam-ex2_lam-em2_lam-bright0.5_lam-edit4,mOrange,2.0,0.5,4.0,47.275000000000006,39.29,6.0507467608251755,1.858625,11,12,1.0,-1.5385761199673633,5,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit0.5,mOrange,0.25,1.0,0.5,47.935833333333335,22.65,12.679512077172037,-2.0431833333333334,2,12,7.916666666666667,-1.6071226546069106,12,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit0,mOrange,0.25,0.5,0.0,48.152499999999996,26.96,14.590776118057349,-7.7026666666666666,0,12,16.916666666666668,-1.8318792547053677,12,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit0.5,mOrange,0.25,0.0,0.5,48.58166666666667,17.86,15.696913902439745,-8.132116666666667,0,12,11.083333333333334,-1.745690739949309,12,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit2,mOrange,1.0,0.5,2.0,48.68416666666667,29.84,7.708458704959157,2.8300250000000005,11,12,1.3333333333333333,-1.5249549757113445,9,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit0.5,mOrange,0.5,4.0,0.5,49.55833333333334,29.42,9.60178187377297,5.103325000000001,12,12,4.833333333333333,-1.5429072583871528,12,0
lam-ex1_lam-em1_lam-bright1_lam-edit2,mOrange,1.0,1.0,2.0,49.61833333333333,29.84,7.9522059070347755,3.3433500000000005,12,12,1.0,-1.5032302460683304,9,0
lam-ex2_lam-em2_lam-bright1_lam-edit4,mOrange,2.0,1.0,4.0,50.74333333333334,39.29,6.475211942243257,2.8599416666666664,11,12,0.6666666666666666,-1.5224132573532332,5,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit0,mOrange,0.25,2.0,0.0,51.75333333333333,33.23,12.024737633375421,-0.8775,5,12,12.75,-1.6779844794802965,12,0
lam-ex1_lam-em1_lam-bright2_lam-edit2,mOrange,1.0,2.0,2.0,51.79500000000001,29.84,7.865104171996937,4.002949999999999,12,12,0.75,-1.4914232297753571,7,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit0.5,mOrange,0.25,0.5,0.5,52.465,37.11,13.912474781484942,-6.342900000000001,0,12,9.916666666666666,-1.6524963109784085,12,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit0,mOrange,0.25,1.0,0.0,52.778333333333336,37.1,15.297555261207492,-5.991508333333333,0,12,17.0,-1.857135172697583,12,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit1,mOrange,0.5,2.0,1.0,52.873333333333335,32.43,8.18550418654091,4.1207416666666665,12,12,2.25,-1.5087926799347426,12,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit0.5,mOrange,0.25,2.0,0.5,53.01416666666666,32.9,9.144791322569006,3.021733333333333,11,12,5.916666666666667,-1.5770862967968906,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit0,mOrange,0.25,4.0,0.0,53.67916666666667,41.33,10.071661827608043,3.5905916666666666,12,12,10.583333333333334,-1.6852188047984964,12,0
lam-ex2_lam-em2_lam-bright2_lam-edit4,mOrange,2.0,2.0,4.0,53.892500000000005,39.29,5.592144043209188,3.9946749999999995,12,12,0.3333333333333333,-1.5018137825171791,3,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit1,mOrange,0.25,1.0,1.0,54.380833333333335,40.32,6.461770737236509,3.2291083333333326,11,12,2.3333333333333335,-1.5319215466593858,12,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit1,mOrange,0.25,0.0,1.0,54.87083333333333,29.49,16.01624371938651,-4.367908333333333,1,12,5.166666666666667,-1.5674327061267863,12,0
lam-ex1_lam-em1_lam-bright4_lam-edit2,mOrange,1.0,4.0,2.0,55.230833333333344,48.47,3.1822018058780204,4.181791666666666,12,12,0.25,-1.4939800342847482,3,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit2,mOrange,0.5,0.5,2.0,55.31000000000001,48.47,3.205191811023881,3.984625,12,12,0.3333333333333333,-1.5027317652265157,4,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit2,mOrange,0.5,0.0,2.0,55.31916666666667,48.47,3.2073139663568764,3.7710916666666665,11,12,0.4166666666666667,-1.515950803443431,4,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit2,mOrange,0.5,1.0,2.0,55.99750000000001,48.47,2.3843509694368707,4.0268749999999995,12,12,0.25,-1.5062808324921753,4,0
lam-ex2_lam-em2_lam-bright4_lam-edit4,mOrange,2.0,4.0,4.0,56.032500000000006,48.47,2.3815698604072066,4.2391499999999995,12,12,0.08333333333333333,-1.499850788070506,2,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit1,mOrange,0.25,0.5,1.0,56.566666666666684,38.7,7.471867642069555,1.0277,6,12,2.6666666666666665,-1.5182132542541,12,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit2,mOrange,0.25,0.5,2.0,56.68500000000001,55.94,0.2564264913275256,4.069125,12,12,0.16666666666666666,-1.509829899757835,3,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit2,mOrange,0.25,0.0,2.0,56.68500000000001,55.94,0.2564264913275256,4.069125,12,12,0.16666666666666666,-1.509829899757835,3,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit2,mOrange,0.25,1.0,2.0,56.68500000000001,55.94,0.2564264913275256,4.069125,12,12,0.16666666666666666,-1.509829899757835,3,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit2,mOrange,0.25,2.0,2.0,56.68500000000001,55.94,0.2564264913275256,4.069125,12,12,0.16666666666666666,-1.509829899757835,3,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit2,mOrange,0.5,2.0,2.0,56.68500000000001,55.94,0.2564264913275256,4.069125,12,12,0.16666666666666666,-1.509829899757835,3,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit1,mOrange,0.5,4.0,1.0,56.71416666666667,45.67,5.864993929057283,5.817616666666666,12,12,2.5,-1.5379327367691602,12,0
lam-ex0.25_lam-em0.25_lam-bright0.5_lam-edit4,mOrange,0.25,0.5,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright0_lam-edit4,mOrange,0.25,0.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright1_lam-edit4,mOrange,0.25,1.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit4,mOrange,0.25,2.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit4,mOrange,0.25,4.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright0.5_lam-edit4,mOrange,0.5,0.5,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright0_lam-edit4,mOrange,0.5,0.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright1_lam-edit4,mOrange,0.5,1.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright2_lam-edit4,mOrange,0.5,2.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit4,mOrange,0.5,4.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright0.5_lam-edit4,mOrange,1.0,0.5,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright0_lam-edit4,mOrange,1.0,0.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright1_lam-edit4,mOrange,1.0,1.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright2_lam-edit4,mOrange,1.0,2.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex1_lam-em1_lam-bright4_lam-edit4,mOrange,1.0,4.0,4.0,56.720000000000006,56.72,7.421376833848022e-15,4.281399999999999,12,12,0.0,-1.5033998553361656,1,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit2,mOrange,0.25,4.0,2.0,57.15083333333334,56.72,1.4924504458551833,4.448766666666666,12,12,0.08333333333333333,-1.5056896701225595,2,0
lam-ex0.5_lam-em0.5_lam-bright4_lam-edit2,mOrange,0.5,4.0,2.0,57.15083333333334,56.72,1.4924504458551833,4.448766666666666,12,12,0.08333333333333333,-1.5056896701225595,2,0
lam-ex0.25_lam-em0.25_lam-bright2_lam-edit1,mOrange,0.25,2.0,1.0,57.26916666666667,49.39,5.114303397572757,4.423141666666667,12,12,1.9166666666666667,-1.5208635608250731,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit0.5,mOrange,0.25,4.0,0.5,58.12416666666667,40.04,11.826686662977187,5.573633333333333,12,12,5.083333333333333,-1.6182823362623726,12,0
lam-ex0.25_lam-em0.25_lam-bright4_lam-edit1,mOrange,0.25,4.0,1.0,58.45083333333333,50.52,3.6926572308085173,5.807691666666666,12,12,2.25,-1.5444016915348746,11,0
