target,lam_p,lam_b,lam_e,trial,round,trials_avail,n_mut,d_ex,d_em,peak_err,nn_dist,logit,is_id,is_bright,scaf_err
EBFP,20.0,40.0,10.0,21,1,24,13,44.39999999999998,31.19999999999999,37.81,30.912370681762695,-2.7764,False,False,87.5
EBFP,20.0,40.0,10.0,21,2,24,11,49.69999999999999,29.899999999999977,39.79,27.791715621948242,2.0678,True,True,87.5
EBFP,20.0,40.0,10.0,21,3,24,14,39.19999999999999,26.69999999999999,32.94,26.760353088378906,-0.2486,True,False,87.5
EBFP,20.0,40.0,10.0,22,1,24,11,46.10000000000002,33.30000000000001,39.74,30.279481887817383,-2.5883,False,False,87.5
EBFP,20.0,40.0,10.0,22,2,24,11,36.30000000000001,30.399999999999977,33.34,26.383617401123047,4.1056,True,True,87.5
EBFP,20.0,40.0,10.0,22,3,24,10,34.10000000000002,30.600000000000023,32.36,26.982900619506836,0.7118,True,True,87.5
EBFP,20.0,40.0,10.0,23,1,24,12,44.60000000000002,32.39999999999998,38.53,31.542064666748047,-3.3336,False,False,87.5
EBFP,20.0,40.0,10.0,23,2,24,15,26.30000000000001,28.600000000000023,27.44,37.1575927734375,1.1716,False,True,87.5
EBFP,20.0,40.0,10.0,23,3,24,13,27.899999999999977,27.80000000000001,27.85,35.07600021362305,1.7626,False,True,87.5
mOrange,20.0,40.0,10.0,0,1,24,8,41.39999999999998,37.39999999999998,39.38,21.45914077758789,-4.6242,True,False,57.5
mOrange,20.0,40.0,10.0,0,2,24,11,30.5,21.600000000000023,26.05,32.3599853515625,-2.4025,False,False,57.5
mOrange,20.0,40.0,10.0,0,3,24,6,66.19999999999999,44.0,55.1,29.100765228271484,0.5783,True,True,57.5
mOrange,20.0,40.0,10.0,1,1,24,11,44.30000000000001,44.89999999999998,44.57,31.49311637878418,-5.1852,False,False,57.5
mOrange,20.0,40.0,10.0,1,2,24,15,46.5,46.10000000000002,46.29,37.92403793334961,-3.4917,False,False,57.5
mOrange,20.0,40.0,10.0,1,3,24,15,37.30000000000001,35.5,36.4,31.518695831298828,-2.8361,False,False,57.5
mOrange,20.0,40.0,10.0,2,1,24,9,43.89999999999998,42.5,43.23,31.06228256225586,-4.4081,False,False,57.5
mOrange,20.0,40.0,10.0,2,2,24,14,42.39999999999998,47.39999999999998,44.89,34.19648742675781,-3.8622,False,False,57.5
mOrange,20.0,40.0,10.0,2,3,24,16,44.30000000000001,42.200000000000045,43.25,35.561668395996094,-3.6824,False,False,57.5
mOrange,20.0,40.0,10.0,3,1,24,11,45.39999999999998,44.89999999999998,45.18,32.721351623535156,-5.3168,False,False,57.5
mOrange,20.0,40.0,10.0,3,2,24,12,49.69999999999999,47.10000000000002,48.43,30.971651077270508,0.5521,False,True,57.5
mOrange,20.0,40.0,10.0,3,3,24,11,11.5,1.0,6.21,33.03657913208008,-3.3081,False,False,57.5
mOrange,20.0,40.0,10.0,4,1,24,10,50.19999999999999,47.0,48.58,29.708662033081055,-2.5776,True,False,57.5
mOrange,20.0,40.0,10.0,4,2,24,12,39.60000000000002,38.200000000000045,38.9,35.25759506225586,-2.9519,False,False,57.5
mOrange,20.0,40.0,10.0,4,3,24,12,39.60000000000002,34.700000000000045,37.16,28.661012649536133,-3.6852,True,False,57.5
mOrange,20.0,40.0,10.0,5,1,24,9,45.5,44.799999999999955,45.14,33.32947540283203,-5.4597,False,False,57.5
mOrange,20.0,40.0,10.0,5,2,24,12,39.60000000000002,40.299999999999955,39.96,38.72542953491211,-3.5822,False,False,57.5
mOrange,20.0,40.0,10.0,5,3,24,13,41.60000000000002,41.39999999999998,41.48,38.70660400390625,-3.4177,False,False,57.5
mOrange,20.0,40.0,10.0,6,1,24,11,47.5,44.799999999999955,46.14,31.530227661132812,-3.8663,False,False,57.5
mOrange,20.0,40.0,10.0,6,2,24,11,30.0,22.799999999999955,26.42,29.926523208618164,-3.3612,True,False,57.5
mOrange,20.0,40.0,10.0,6,3,24,7,65.10000000000002,38.299999999999955,51.66,28.93145751953125,2.3186,True,True,57.5
mOrange,20.0,40.0,10.0,7,1,24,9,43.60000000000002,46.200000000000045,44.9,25.198333740234375,-3.3019,True,False,57.5
mOrange,20.0,40.0,10.0,7,2,24,16,27.399999999999977,24.0,25.73,41.9432487487793,-6.941,False,False,57.5
mOrange,20.0,40.0,10.0,7,3,24,14,42.10000000000002,40.0,41.04,32.047889709472656,-3.0069,False,False,57.5
mOrange,20.0,40.0,10.0,8,1,24,13,42.10000000000002,38.799999999999955,40.47,29.249296188354492,-2.7935,True,False,57.5
mOrange,20.0,40.0,10.0,8,2,24,13,39.80000000000001,36.60000000000002,38.21,38.773887634277344,-4.0934,False,False,57.5
mOrange,20.0,40.0,10.0,8,3,24,13,42.19999999999999,37.0,39.62,30.259708404541016,-0.1828,False,False,57.5
mOrange,20.0,40.0,10.0,9,1,24,9,61.0,57.5,59.27,32.79669189453125,-2.8352,False,False,57.5
mOrange,20.0,40.0,10.0,9,2,24,12,46.5,46.60000000000002,46.54,30.65179443359375,-2.7757,False,False,57.5
mOrange,20.0,40.0,10.0,9,3,24,8,48.80000000000001,44.299999999999955,46.52,33.634132385253906,-0.4455,False,False,57.5
mOrange,20.0,40.0,10.0,10,1,24,12,40.19999999999999,37.89999999999998,39.08,27.63624382019043,-4.1144,True,False,57.5
mOrange,20.0,40.0,10.0,10,2,24,10,41.39999999999998,37.60000000000002,39.46,25.115345001220703,-2.2091,True,False,57.5
mOrange,20.0,40.0,10.0,10,3,24,11,34.5,30.600000000000023,32.54,32.062686920166016,-2.5615,False,False,57.5
mOrange,20.0,40.0,10.0,11,1,24,8,41.69999999999999,38.700000000000045,40.17,28.483501434326172,-0.7148,True,False,57.5
mOrange,20.0,40.0,10.0,11,2,24,9,39.30000000000001,27.299999999999955,33.29,28.549224853515625,1.8067,True,True,57.5
mOrange,20.0,40.0,10.0,11,3,24,9,32.200000000000045,24.399999999999977,28.3,28.947818756103516,0.7977,True,True,57.5
mOrange,20.0,40.0,10.0,12,1,24,10,47.0,45.299999999999955,46.13,30.798980712890625,-5.1649,False,False,57.5
mOrange,20.0,40.0,10.0,12,2,24,9,48.19999999999999,46.799999999999955,47.53,29.4326114654541,-5.2607,True,False,57.5
mOrange,20.0,40.0,10.0,12,3,24,12,50.60000000000002,48.299999999999955,49.45,35.639007568359375,-4.3134,False,False,57.5
mOrange,20.0,40.0,10.0,13,1,24,8,43.10000000000002,41.799999999999955,42.46,25.90662956237793,-4.5773,True,False,57.5
mOrange,20.0,40.0,10.0,13,2,24,11,33.60000000000002,28.0,30.79,26.549734115600586,-1.9464,True,False,57.5
mOrange,20.0,40.0,10.0,13,3,24,9,40.10000000000002,26.600000000000023,33.31,25.53377914428711,0.2602,True,True,57.5
mOrange,20.0,40.0,10.0,14,1,24,11,46.19999999999999,43.39999999999998,44.83,30.168386459350586,-4.2497,True,False,57.5
mOrange,20.0,40.0,10.0,14,2,24,10,45.30000000000001,41.0,43.14,28.515844345092773,-3.1027,True,False,57.5
mOrange,20.0,40.0,10.0,14,3,24,13,33.299999999999955,18.799999999999955,26.03,30.131772994995117,-1.5196,True,False,57.5
mOrange,20.0,40.0,10.0,15,1,24,10,45.89999999999998,45.799999999999955,45.83,28.08941078186035,-4.4837,True,False,57.5
mOrange,20.0,40.0,10.0,15,2,24,11,38.10000000000002,38.799999999999955,38.44,34.45552062988281,-4.5805,False,False,57.5
mOrange,20.0,40.0,10.0,15,3,24,13,50.10000000000002,33.0,41.56,32.31699752807617,-1.1146,False,False,57.5
mOrange,20.0,40.0,10.0,16,1,24,10,44.80000000000001,44.39999999999998,44.61,25.36506462097168,-4.0055,True,False,57.5
mOrange,20.0,40.0,10.0,16,2,24,11,44.10000000000002,41.0,42.55,29.079301834106445,-3.7634,True,False,57.5
mOrange,20.0,40.0,10.0,16,3,24,13,35.299999999999955,29.200000000000045,32.27,32.4993896484375,-3.4588,False,False,57.5
mOrange,20.0,40.0,10.0,17,1,24,9,35.39999999999998,28.200000000000045,31.81,30.769250869750977,-1.6161,False,False,57.5
mOrange,20.0,40.0,10.0,17,2,24,9,41.30000000000001,19.700000000000045,30.51,32.118526458740234,-1.3254,False,False,57.5
mOrange,20.0,40.0,10.0,17,3,24,9,40.80000000000001,30.100000000000023,35.44,33.45521545410156,-1.5138,False,False,57.5
mOrange,20.0,40.0,10.0,18,1,24,11,47.39999999999998,44.700000000000045,46.04,32.25502395629883,-4.1142,False,False,57.5
mOrange,20.0,40.0,10.0,18,2,24,12,31.5,24.200000000000045,27.84,34.45992660522461,-2.1466,False,False,57.5
mOrange,20.0,40.0,10.0,18,3,24,15,27.700000000000045,15.899999999999977,21.84,36.07490158081055,1.3218,False,True,57.5
mOrange,20.0,40.0,10.0,19,1,24,11,43.5,40.700000000000045,42.09,36.295440673828125,-6.2993,False,False,57.5
mOrange,20.0,40.0,10.0,19,2,24,12,45.19999999999999,43.799999999999955,44.52,37.678123474121094,-6.0968,False,False,57.5
mOrange,20.0,40.0,10.0,19,3,24,9,38.80000000000001,39.89999999999998,39.37,36.67867660522461,-6.4695,False,False,57.5
mOrange,20.0,40.0,10.0,20,1,24,10,42.10000000000002,39.200000000000045,40.67,24.19251823425293,-4.8705,True,False,57.5
mOrange,20.0,40.0,10.0,20,2,24,13,36.60000000000002,26.600000000000023,31.61,29.50806999206543,-4.5447,True,False,57.5
mOrange,20.0,40.0,10.0,20,3,24,13,35.89999999999998,25.0,30.43,29.46160316467285,-3.9406,True,False,57.5
mOrange,20.0,40.0,10.0,21,1,24,11,39.69999999999999,38.700000000000045,39.21,35.052978515625,-6.7865,False,False,57.5
mOrange,20.0,40.0,10.0,21,2,24,10,48.60000000000002,47.5,48.05,37.981842041015625,-3.7535,False,False,57.5
mOrange,20.0,40.0,10.0,21,3,24,12,36.10000000000002,38.10000000000002,37.08,41.74860382080078,-5.6355,False,False,57.5
mOrange,20.0,40.0,10.0,22,1,24,11,41.5,42.5,41.99,27.042837142944336,-4.9865,True,False,57.5
mOrange,20.0,40.0,10.0,22,2,24,13,25.899999999999977,17.200000000000045,21.53,28.736419677734375,-3.4995,True,False,57.5
mOrange,20.0,40.0,10.0,22,3,24,10,28.0,16.600000000000023,22.31,28.350767135620117,-0.7148,True,False,57.5
mOrange,20.0,40.0,10.0,23,1,24,9,48.89999999999998,46.799999999999955,47.86,23.772924423217773,-4.3483,True,False,57.5
mOrange,20.0,40.0,10.0,23,2,24,10,47.89999999999998,46.200000000000045,47.06,28.142812728881836,-4.0465,True,False,57.5
mOrange,20.0,40.0,10.0,23,3,24,11,40.0,36.299999999999955,38.16,29.05748176574707,-3.3207,True,False,57.5
EBFP,20.0,40.0,15.0,0,1,12,13,17.399999999999977,12.300000000000011,14.86,27.958629608154297,-5.5504,True,False,87.5
EBFP,20.0,40.0,15.0,0,2,12,13,24.0,14.399999999999977,19.21,27.428199768066406,-4.2364,True,False,87.5
EBFP,20.0,40.0,15.0,0,3,12,12,26.80000000000001,17.899999999999977,22.32,35.69234848022461,-3.8753,False,False,87.5
EBFP,20.0,40.0,15.0,1,1,12,11,44.60000000000002,31.19999999999999,37.91,27.282739639282227,1.4348,True,True,87.5
EBFP,20.0,40.0,15.0,1,2,12,9,45.60000000000002,40.60000000000002,43.12,24.60379981994629,-1.6013,True,False,87.5
EBFP,20.0,40.0,15.0,1,3,12,10,37.80000000000001,27.899999999999977,32.87,29.262243270874023,0.0711,True,True,87.5
EBFP,20.0,40.0,15.0,2,1,12,9,37.39999999999998,34.80000000000001,36.08,25.007509231567383,-1.3208,True,False,87.5
EBFP,20.0,40.0,15.0,2,2,12,9,47.60000000000002,34.39999999999998,40.99,25.309423446655273,1.9807,True,True,87.5
EBFP,20.0,40.0,15.0,2,3,12,9,42.80000000000001,35.89999999999998,39.37,25.34659767150879,1.4946,True,True,87.5
EBFP,20.0,40.0,15.0,3,1,12,10,42.10000000000002,31.399999999999977,36.77,29.64318084716797,0.611,True,True,87.5
EBFP,20.0,40.0,15.0,3,2,12,6,40.39999999999998,29.19999999999999,34.83,24.975162506103516,1.5191,True,True,87.5
EBFP,20.0,40.0,15.0,3,3,12,8,36.60000000000002,28.399999999999977,32.47,28.211837768554688,0.9305,True,True,87.5
EBFP,20.0,40.0,15.0,4,1,12,9,36.0,29.0,32.49,24.531673431396484,1.134,True,True,87.5
EBFP,20.0,40.0,15.0,4,2,12,10,34.60000000000002,29.69999999999999,32.17,25.74793243408203,2.586,True,True,87.5
EBFP,20.0,40.0,15.0,4,3,12,9,1.5,0.30000000000001137,0.92,27.202659606933594,-5.1608,True,False,87.5
EBFP,20.0,40.0,15.0,5,1,12,10,34.39999999999998,28.600000000000023,31.53,29.51839256286621,0.0043,True,True,87.5
EBFP,20.0,40.0,15.0,5,2,12,10,29.600000000000023,42.0,35.79,29.283445358276367,2.1541,True,True,87.5
EBFP,20.0,40.0,15.0,5,3,12,10,34.19999999999999,36.80000000000001,35.47,31.582128524780273,-1.4023,False,False,87.5
EBFP,20.0,40.0,15.0,6,1,12,7,43.0,31.600000000000023,37.28,23.459402084350586,4.2211,True,True,87.5
EBFP,20.0,40.0,15.0,6,2,12,9,14.800000000000011,18.0,16.4,28.39459800720215,3.3854,True,True,87.5
EBFP,20.0,40.0,15.0,6,3,12,9,21.0,24.69999999999999,22.84,26.602622985839844,2.513,True,True,87.5
EBFP,20.0,40.0,15.0,7,1,12,10,27.899999999999977,17.69999999999999,22.8,28.929468154907227,-3.372,True,False,87.5
EBFP,20.0,40.0,15.0,7,2,12,8,38.10000000000002,28.899999999999977,33.51,26.55929946899414,-1.0799,True,False,87.5
EBFP,20.0,40.0,15.0,7,3,12,8,49.19999999999999,34.5,41.85,23.639585494995117,0.2347,True,True,87.5
EBFP,20.0,40.0,15.0,8,1,12,9,33.39999999999998,32.0,32.72,34.081321716308594,-2.1519,False,False,87.5
EBFP,20.0,40.0,15.0,8,2,12,7,40.5,30.100000000000023,35.29,26.784542083740234,1.6143,True,True,87.5
EBFP,20.0,40.0,15.0,8,3,12,9,32.69999999999999,31.80000000000001,32.24,28.40433692932129,-0.9543,True,False,87.5
EBFP,20.0,40.0,15.0,9,1,12,9,34.89999999999998,29.30000000000001,32.08,28.749738693237305,1.2194,True,True,87.5
EBFP,20.0,40.0,15.0,9,2,12,10,37.60000000000002,28.899999999999977,33.24,28.646482467651367,2.8336,True,True,87.5
EBFP,20.0,40.0,15.0,9,3,12,8,39.39999999999998,29.600000000000023,34.52,26.64550018310547,2.0045,True,True,87.5
EBFP,20.0,40.0,15.0,10,1,12,12,17.899999999999977,22.0,19.92,31.654136657714844,-1.859,False,False,87.5
EBFP,20.0,40.0,15.0,10,2,12,11,27.600000000000023,26.100000000000023,26.86,26.467798233032227,1.9642,True,True,87.5
EBFP,20.0,40.0,15.0,10,3,12,11,25.899999999999977,26.30000000000001,26.1,26.028533935546875,1.8807,True,True,87.5
EBFP,20.0,40.0,15.0,11,1,12,15,11.699999999999989,9.399999999999977,10.57,38.02769470214844,-5.3279,False,False,87.5
EBFP,20.0,40.0,15.0,11,2,12,11,0.6000000000000227,0.8000000000000114,0.7,35.7949104309082,-5.6722,False,False,87.5
EBFP,20.0,40.0,15.0,11,3,12,11,72.0,47.80000000000001,59.9,26.729536056518555,0.6039,True,True,87.5
mOrange,20.0,40.0,15.0,0,1,12,5,58.30000000000001,53.80000000000001,56.06,17.705263137817383,-4.969,True,False,57.5
mOrange,20.0,40.0,15.0,0,2,12,6,50.0,47.200000000000045,48.6,26.98304557800293,-4.0398,True,False,57.5
mOrange,20.0,40.0,15.0,0,3,12,10,41.0,38.5,39.74,30.984024047851562,-3.5177,False,False,57.5
mOrange,20.0,40.0,15.0,1,1,12,9,54.19999999999999,51.10000000000002,52.66,35.00553512573242,-5.0717,False,False,57.5
mOrange,20.0,40.0,15.0,1,2,12,12,40.80000000000001,41.10000000000002,40.97,35.12282180786133,-4.4123,False,False,57.5
mOrange,20.0,40.0,15.0,1,3,12,10,23.5,2.3999999999999773,12.94,34.0361213684082,-1.4091,False,False,57.5
mOrange,20.0,40.0,15.0,2,1,12,8,43.89999999999998,43.89999999999998,43.9,26.058320999145508,-5.8883,True,False,57.5
mOrange,20.0,40.0,15.0,2,2,12,9,44.80000000000001,48.60000000000002,46.68,28.034393310546875,-4.8093,True,False,57.5
mOrange,20.0,40.0,15.0,2,3,12,9,46.19999999999999,24.5,35.35,26.361488342285156,-2.4763,True,False,57.5
mOrange,20.0,40.0,15.0,3,1,12,8,47.5,45.799999999999955,46.63,30.640913009643555,-5.6288,False,False,57.5
mOrange,20.0,40.0,15.0,3,2,12,10,39.89999999999998,42.5,41.2,40.23900604248047,-4.8669,False,False,57.5
mOrange,20.0,40.0,15.0,3,3,12,8,45.80000000000001,43.799999999999955,44.77,30.68871307373047,-3.3355,False,False,57.5
mOrange,20.0,40.0,15.0,4,1,12,8,54.10000000000002,50.30000000000001,52.17,19.762361526489258,-3.1449,True,False,57.5
mOrange,20.0,40.0,15.0,4,2,12,8,48.30000000000001,45.299999999999955,46.82,27.44911003112793,-4.0444,True,False,57.5
mOrange,20.0,40.0,15.0,4,3,12,9,44.89999999999998,41.0,42.95,30.55608367919922,0.062,False,True,57.5
mOrange,20.0,40.0,15.0,5,1,12,8,45.30000000000001,41.799999999999955,43.57,33.28281784057617,-5.7776,False,False,57.5
mOrange,20.0,40.0,15.0,5,2,12,10,52.10000000000002,45.700000000000045,48.92,35.91886901855469,-5.1677,False,False,57.5
mOrange,20.0,40.0,15.0,5,3,12,8,44.0,39.5,41.72,33.58207321166992,-4.149,False,False,57.5
mOrange,20.0,40.0,15.0,6,1,12,11,47.5,44.799999999999955,46.14,31.530227661132812,-3.8663,False,False,57.5
mOrange,20.0,40.0,15.0,6,2,12,9,47.10000000000002,42.60000000000002,44.86,31.57715606689453,1.8787,False,True,57.5
mOrange,20.0,40.0,15.0,6,3,12,10,45.60000000000002,40.700000000000045,43.16,32.595245361328125,1.6182,False,True,57.5
mOrange,20.0,40.0,15.0,7,1,12,7,45.5,48.89999999999998,47.21,24.28217887878418,-4.9066,True,False,57.5
mOrange,20.0,40.0,15.0,7,2,12,9,33.799999999999955,26.399999999999977,30.08,28.75751304626465,-2.045,True,False,57.5
mOrange,20.0,40.0,15.0,7,3,12,8,29.799999999999955,16.5,23.15,28.716585159301758,-1.6752,True,False,57.5
mOrange,20.0,40.0,15.0,8,1,12,9,45.80000000000001,41.799999999999955,43.84,36.73578643798828,-2.6225,False,False,57.5
mOrange,20.0,40.0,15.0,8,2,12,10,40.39999999999998,35.700000000000045,38.06,31.512605667114258,-2.2539,False,False,57.5
mOrange,20.0,40.0,15.0,8,3,12,11,36.30000000000001,24.100000000000023,30.18,33.992313385009766,-0.6904,False,False,57.5
mOrange,20.0,40.0,15.0,9,2,12,9,34.299999999999955,31.0,32.66,31.537614822387695,-5.8943,False,False,57.5
mOrange,20.0,40.0,15.0,9,3,12,8,35.60000000000002,21.399999999999977,28.47,25.883432388305664,-1.4567,True,False,57.5
mOrange,20.0,40.0,15.0,10,1,12,10,45.19999999999999,42.89999999999998,44.04,30.711650848388672,-4.7066,False,False,57.5
mOrange,20.0,40.0,15.0,10,2,12,9,42.39999999999998,39.5,40.95,30.448226928710938,-4.2686,False,False,57.5
mOrange,20.0,40.0,15.0,10,3,12,10,36.5,34.39999999999998,35.46,27.434358596801758,-4.8028,True,False,57.5
mOrange,20.0,40.0,15.0,11,1,12,7,36.5,31.299999999999955,33.91,28.16096305847168,-1.1938,True,False,57.5
mOrange,20.0,40.0,15.0,11,2,12,7,42.80000000000001,13.799999999999955,28.3,27.228139877319336,-0.3186,True,False,57.5
mOrange,20.0,40.0,15.0,11,3,12,7,47.19999999999999,16.5,31.86,27.305139541625977,1.0874,True,True,57.5
EBFP,20.0,40.0,20.0,0,1,12,9,33.0,18.5,25.78,28.301149368286133,-3.1838,True,False,87.5
EBFP,20.0,40.0,20.0,0,2,12,6,78.5,48.0,63.24,27.629545211791992,-1.6274,True,False,87.5
EBFP,20.0,40.0,20.0,0,3,12,7,40.60000000000002,31.30000000000001,35.94,24.83742332458496,0.6426,True,True,87.5
EBFP,20.0,40.0,20.0,1,1,12,9,46.0,31.19999999999999,38.63,26.744647979736328,-0.1363,True,False,87.5
EBFP,20.0,40.0,20.0,1,2,12,9,40.5,33.19999999999999,36.84,26.61692237854004,-1.624,True,False,87.5
EBFP,20.0,40.0,20.0,1,3,12,9,35.69999999999999,30.30000000000001,32.97,25.95211410522461,0.8204,True,True,87.5
EBFP,20.0,40.0,20.0,2,1,12,8,38.60000000000002,31.30000000000001,34.96,25.642866134643555,-2.0137,True,False,87.5
EBFP,20.0,40.0,20.0,2,2,12,8,36.19999999999999,36.30000000000001,36.25,27.72002410888672,-3.0794,True,False,87.5
EBFP,20.0,40.0,20.0,2,3,12,8,39.69999999999999,32.10000000000002,35.88,23.77663230895996,-1.2937,True,False,87.5
EBFP,20.0,40.0,20.0,3,1,12,10,42.10000000000002,31.399999999999977,36.77,29.64318084716797,0.611,True,True,87.5
EBFP,20.0,40.0,20.0,3,2,12,6,40.39999999999998,29.19999999999999,34.83,24.975162506103516,1.5191,True,True,87.5
EBFP,20.0,40.0,20.0,3,3,12,8,36.60000000000002,28.399999999999977,32.47,28.211837768554688,0.9305,True,True,87.5
EBFP,20.0,40.0,20.0,4,1,12,7,36.10000000000002,31.30000000000001,33.67,27.785537719726562,0.7704,True,True,87.5
EBFP,20.0,40.0,20.0,4,2,12,10,33.60000000000002,28.600000000000023,31.13,28.81845474243164,-2.9374,True,False,87.5
EBFP,20.0,40.0,20.0,4,3,12,9,32.19999999999999,23.69999999999999,27.96,30.128488540649414,-1.4406,True,False,87.5
EBFP,20.0,40.0,20.0,5,1,12,10,34.39999999999998,28.600000000000023,31.53,29.51839256286621,0.0043,True,True,87.5
EBFP,20.0,40.0,20.0,5,2,12,9,36.5,27.600000000000023,32.04,27.816280364990234,-2.0423,True,False,87.5
EBFP,20.0,40.0,20.0,5,3,12,9,37.30000000000001,36.10000000000002,36.73,27.872175216674805,-0.6874,True,False,87.5
EBFP,20.0,40.0,20.0,6,1,12,7,43.0,31.600000000000023,37.28,23.459402084350586,4.2211,True,True,87.5
EBFP,20.0,40.0,20.0,6,2,12,8,17.19999999999999,20.399999999999977,18.82,29.4934024810791,2.4661,True,True,87.5
EBFP,20.0,40.0,20.0,6,3,12,9,21.0,24.69999999999999,22.84,26.602622985839844,2.513,True,True,87.5
EBFP,20.0,40.0,20.0,7,1,12,7,45.10000000000002,28.5,36.78,27.173734664916992,-5.5392,True,False,87.5
EBFP,20.0,40.0,20.0,7,2,12,8,40.60000000000002,32.39999999999998,36.51,25.884662628173828,-0.011,True,False,87.5
EBFP,20.0,40.0,20.0,7,3,12,8,11.800000000000011,20.19999999999999,16.02,28.25453758239746,-1.016,True,False,87.5
EBFP,20.0,40.0,20.0,8,1,12,8,41.10000000000002,30.100000000000023,35.6,24.971088409423828,4.3419,True,True,87.5
EBFP,20.0,40.0,20.0,8,2,12,9,36.30000000000001,31.19999999999999,33.76,28.883176803588867,3.4437,True,True,87.5
EBFP,20.0,40.0,20.0,8,3,12,8,36.80000000000001,29.80000000000001,33.27,28.96852684020996,3.7912,True,True,87.5
EBFP,20.0,40.0,20.0,9,1,12,8,36.39999999999998,27.600000000000023,32.01,24.83114242553711,1.8373,True,True,87.5
EBFP,20.0,40.0,20.0,9,2,12,9,39.30000000000001,31.80000000000001,35.55,31.249820709228516,0.0603,False,True,87.5
EBFP,20.0,40.0,20.0,9,3,12,6,41.89999999999998,32.0,36.94,29.764976501464844,1.3311,True,True,87.5
EBFP,20.0,40.0,20.0,10,1,12,9,44.60000000000002,34.69999999999999,39.64,26.845237731933594,-3.005,True,False,87.5
EBFP,20.0,40.0,20.0,10,2,12,8,44.0,34.30000000000001,39.15,23.752445220947266,4.1805,True,True,87.5
EBFP,20.0,40.0,20.0,10,3,12,8,34.30000000000001,29.30000000000001,31.8,28.38218879699707,0.3876,True,True,87.5
EBFP,20.0,40.0,20.0,11,1,12,9,39.0,31.19999999999999,35.08,34.14299011230469,-0.108,False,False,87.5
EBFP,20.0,40.0,20.0,11,2,12,9,33.0,30.69999999999999,31.81,30.606290817260742,2.1877,False,True,87.5
EBFP,20.0,40.0,20.0,11,3,12,8,41.30000000000001,30.19999999999999,35.7,25.822866439819336,0.8201,True,True,87.5
mOrange,20.0,40.0,20.0,0,1,12,5,58.30000000000001,53.80000000000001,56.06,17.705263137817383,-4.969,True,False,57.5
mOrange,20.0,40.0,20.0,0,2,12,6,50.0,47.200000000000045,48.6,26.98304557800293,-4.0398,True,False,57.5
mOrange,20.0,40.0,20.0,0,3,12,6,44.10000000000002,44.10000000000002,44.08,31.77626609802246,-4.7342,False,False,57.5
mOrange,20.0,40.0,20.0,1,1,12,8,52.89999999999998,48.799999999999955,50.88,27.998537063598633,-4.5246,True,False,57.5
mOrange,20.0,40.0,20.0,1,2,12,8,53.39999999999998,51.0,52.24,29.219064712524414,-3.2467,True,False,57.5
mOrange,20.0,40.0,20.0,1,3,12,9,51.69999999999999,32.39999999999998,42.07,28.221525192260742,-1.9385,True,False,57.5
mOrange,20.0,40.0,20.0,2,1,12,8,43.89999999999998,43.89999999999998,43.9,26.058320999145508,-5.8883,True,False,57.5
mOrange,20.0,40.0,20.0,2,2,12,8,41.19999999999999,41.10000000000002,41.18,27.836719512939453,-4.2135,True,False,57.5
mOrange,20.0,40.0,20.0,2,3,12,7,47.69999999999999,44.0,45.81,27.29442596435547,-1.3343,True,False,57.5
mOrange,20.0,40.0,20.0,3,1,12,5,54.5,51.30000000000001,52.89,23.6265811920166,-5.2892,True,False,57.5
mOrange,20.0,40.0,20.0,3,2,12,6,55.80000000000001,52.10000000000002,53.96,27.415327072143555,-3.6433,True,False,57.5
mOrange,20.0,40.0,20.0,3,3,12,8,45.60000000000002,43.799999999999955,44.72,30.565855026245117,-4.5853,False,False,57.5
mOrange,20.0,40.0,20.0,4,1,12,6,52.10000000000002,47.60000000000002,49.84,28.42682647705078,-4.7776,True,False,57.5
mOrange,20.0,40.0,20.0,4,2,12,5,60.10000000000002,55.39999999999998,57.73,26.127580642700195,-3.9056,True,False,57.5
mOrange,20.0,40.0,20.0,4,3,12,7,55.19999999999999,47.299999999999955,51.24,27.332555770874023,0.1579,True,True,57.5
mOrange,20.0,40.0,20.0,5,1,12,8,45.30000000000001,41.799999999999955,43.57,33.28281784057617,-5.7776,False,False,57.5
mOrange,20.0,40.0,20.0,5,2,12,9,47.0,43.299999999999955,45.13,36.97180938720703,-5.353,False,False,57.5
mOrange,20.0,40.0,20.0,5,3,12,7,46.0,44.799999999999955,45.44,34.39240264892578,-3.8644,False,False,57.5
mOrange,20.0,40.0,20.0,6,1,12,10,51.10000000000002,47.10000000000002,49.1,29.012754440307617,-4.9492,True,False,57.5
mOrange,20.0,40.0,20.0,6,2,12,10,47.80000000000001,45.5,46.64,34.20999526977539,-4.2304,False,False,57.5
mOrange,20.0,40.0,20.0,6,3,12,12,43.19999999999999,40.200000000000045,41.68,32.70085906982422,-3.6303,False,False,57.5
mOrange,20.0,40.0,20.0,7,1,12,5,56.30000000000001,53.19999999999999,54.75,18.806346893310547,-5.1343,True,False,57.5
mOrange,20.0,40.0,20.0,7,2,12,7,43.39999999999998,41.299999999999955,42.37,31.17449951171875,-5.9857,False,False,57.5
mOrange,20.0,40.0,20.0,7,3,12,7,49.39999999999998,47.39999999999998,48.4,29.49912452697754,-3.7262,True,False,57.5
mOrange,20.0,40.0,20.0,8,1,12,8,51.39999999999998,48.10000000000002,49.73,23.43172264099121,-4.4858,True,False,57.5
